preco	area	quartos	banheiros	vagas	suites	bairro
215000	27	1	1	1	NA	agua-verde
870000	158.14	3	4	2	3	agua-verde
916418	163	3	4	2	3	agua-verde
610000	87.63	3	2	2	1	agua-verde
247000	29	1	1	1	NA	agua-verde
564173	100	3	3	2	2	agua-verde
470000	83	3	NA	2	1	agua-verde
629000	93.9	3	2	2	1	agua-verde
480000	102	3	2	1	1	agua-verde
450000	88.13	3	2	1	1	agua-verde
970000	133	4	5	2	2	agua-verde
1092943	179	4	2	2	2	agua-verde
495000	88	3	3	2	1	agua-verde
1314912	206	3	3	3	3	agua-verde
850000	149	3	1	2	1	agua-verde
425000	91	3	1	1	1	agua-verde
1165000	133	4	5	3	2	agua-verde
599000	93	3	2	2	1	agua-verde
320000	118	3	4	2	1	agua-verde
780000	195.5	4	5	2	2	agua-verde
1416000	188.78	4	3	3	2	agua-verde
1000000	158	3	1	3	3	agua-verde
908000	124	3	NA	2	1	agua-verde
550000	125	3	3	1	1	agua-verde
260000	102	3	2	1	1	agua-verde
255000	66	2	1	1	NA	agua-verde
575000	110	3	1	1	4	agua-verde
387000	57	2	2	2	1	agua-verde
538700	91	3	NA	2	NA	agua-verde
280000	65	3	3	1	1	agua-verde
1000000	176	3	3	2	3	agua-verde
450000	107	2	3	1	NA	agua-verde
1050000	434	3	NA	2	2	agua-verde
3300000	857	4	NA	4	4	agua-verde
600000	136	3	3	2	1	agua-verde
600000	130	3	3	2	1	agua-verde
880000	135	4	3	2	1	agua-verde
800000	283	3	NA	2	1	agua-verde
439000	85	2	2	1	1	agua-verde
1250000	178.16	3	2	2	1	agua-verde
687895	98.64	2	1	2	NA	agua-verde
597417	119.41	2	2	2	1	agua-verde
1186000	158.14	4	3	3	2	agua-verde
562588	92.74	3	1	2	1	agua-verde
1400000	172	3	4	3	1	agua-verde
450000	86	3	2	2	1	agua-verde
1000000	164	3	4	2	3	agua-verde
650000	158	4	4	2	1	agua-verde
580000	116	3	1	1	1	agua-verde
425000	91	3	2	1	1	agua-verde
2100000	427	3	NA	4	4	agua-verde
735000	96	3	3	2	1	agua-verde
1200000	252	4	1	3	NA	agua-verde
470000	75.48	2	NA	2	1	agua-verde
460000	75.48	2	NA	2	1	agua-verde
320000	84	2	1	1	NA	agua-verde
570000	94.64	3	NA	2	1	agua-verde
469900	75	2	NA	2	1	agua-verde
1320000	188	4	3	3	2	agua-verde
570000	94.64	3	NA	2	1	agua-verde
600000	104	3	3	2	1	agua-verde
1750000	220	3	1	3	3	agua-verde
780000	128	3	5	2	3	agua-verde
470000	99	4	NA	NA	1	agua-verde
199800	46	2	1	1	NA	agua-verde
580000	94.64	3	NA	2	1	agua-verde
341000	47	1	1	1	1	agua-verde
690000	158	3	3	2	1	agua-verde
651000	119	3	3	2	1	agua-verde
768803	119	2	3	2	1	agua-verde
769000	213	2	1	NA	NA	agua-verde
857900	155	3	5	2	2	agua-verde
255000	63	2	1	1	1	agua-verde
1050000	155	3	3	2	1	agua-verde
485000	110	3	2	1	1	agua-verde
570000	94	3	NA	2	NA	agua-verde
430000	141	3	2	1	1	agua-verde
445000	94	2	1	1	1	agua-verde
689700	105	3	3	2	1	agua-verde
480000	114	3	3	1	1	agua-verde
655825	120	3	NA	2	1	agua-verde
205000	45	2	1	1	NA	agua-verde
589900	94	3	3	2	1	agua-verde
1100000	181	3	3	3	1	agua-verde
802000	94	3	NA	2	NA	agua-verde
1309390	193.04	3	3	3	3	agua-verde
220000	53	2	1	1	NA	agua-verde
685500	96	3	1	1	1	agua-verde
930000	270	4	2	3	1	agua-verde
730000	145	3	6	2	3	agua-verde
790000	143.08	3	1	2	1	agua-verde
1000900	101	3	NA	1	1	agua-verde
350000	80	3	1	1	1	agua-verde
782700	96	3	3	2	2	agua-verde
646900	119	3	3	3	1	agua-verde
500000	97	3	2	2	1	agua-verde
2845000	308	4	5	4	4	agua-verde
374990	91	3	2	1	1	agua-verde
341100	47	1	1	1	1	agua-verde
1090400	168	2	5	3	2	agua-verde
341150	47	1	1	1	1	agua-verde
1372140	181	4	NA	3	2	agua-verde
782700	96	3	NA	2	1	agua-verde
678882	119	2	2	2	1	agua-verde
534900	116.41	3	2	2	1	agua-verde
330000	65	2	1	1	1	agua-verde
275000	76	3	3	1	1	agua-verde
230000	69.52	3	2	1	NA	agua-verde
440000	87	3	2	1	1	agua-verde
1300000	160	3	NA	2	1	agua-verde
477000	99	4	2	1	1	agua-verde
1200000	252	4	5	3	2	agua-verde
1787000	308	4	6	3	2	agua-verde
2845060	308	4	NA	4	NA	agua-verde
755210	96	3	3	2	1	agua-verde
995000	162	4	4	2	2	agua-verde
1320000	188	4	3	3	2	agua-verde
700000	186	4	5	2	2	agua-verde
850000	150.2	3	3	2	1	agua-verde
679720	126	3	5	2	3	agua-verde
450000	107.07	2	2	1	NA	agua-verde
550000	94	3	2	2	1	agua-verde
550000	135	2	2	2	1	agua-verde
480000	107	3	2	1	1	agua-verde
205000	45	2	1	1	NA	agua-verde
1600000	355	4	5	4	2	agua-verde
859900	183.5	4	3	3	1	agua-verde
550000	140	3	4	1	1	agua-verde
699900	154.68	3	4	2	3	agua-verde
1380000	192	3	4	2	3	agua-verde
210939	29	1	1	1	1	agua-verde
655900	119	3	4	2	1	agua-verde
802000	214	3	1	NA	NA	agua-verde
495000	171	3	4	2	1	agua-verde
341100	47	1	1	1	1	agua-verde
580000	93	3	2	2	1	agua-verde
1160000	134	4	2	3	1	agua-verde
1320000	188	4	3	3	2	agua-verde
2200000	240	2	5	4	2	agua-verde
355000	70	4	1	1	NA	agua-verde
1000000	183	4	4	2	2	agua-verde
450000	107	2	2	1	NA	agua-verde
390000	88	3	2	1	1	agua-verde
541000	75	2	2	2	1	agua-verde
900000	183	3	2	2	NA	agua-verde
635000	117	3	3	1	1	agua-verde
1100000	158	4	3	2	2	agua-verde
420000	89	3	3	2	1	agua-verde
790000	165	3	3	2	1	agua-verde
995000	162.11	4	4	2	2	agua-verde
661870	119.77	3	3	2	2	agua-verde
285000	75	3	3	1	1	agua-verde
530000	102	3	3	1	1	agua-verde
369000	62	2	1	1	1	agua-verde
892600	129	3	5	2	3	agua-verde
480000	93	3	2	NA	1	agua-verde
650000	93	3	2	NA	1	agua-verde
583840	119	2	NA	2	1	agua-verde
464676	81.99	3	2	1	1	agua-verde
395000	89	3	2	1	1	agua-verde
1150000	147	4	NA	3	1	agua-verde
930000	145	3	NA	2	1	agua-verde
341130	47	1	1	1	1	agua-verde
460000	76	2	2	2	1	agua-verde
230000	87	2	1	1	NA	agua-verde
980000	213	4	NA	3	1	agua-verde
1407100	193	4	NA	3	2	agua-verde
1150000	262.9	3	5	3	1	agua-verde
460000	109.68	3	3	2	1	agua-verde
230000	87	2	1	1	NA	agua-verde
280000	56	2	2	1	1	agua-verde
416000	99	2	2	2	1	agua-verde
549900	94.64	3	2	2	1	agua-verde
1230000	153.88	3	NA	3	1	agua-verde
1064000	147.3	3	NA	2	1	agua-verde
640000	93	3	NA	1	1	agua-verde
1739900	181	4	5	2	2	agua-verde
160000	50	2	1	1	NA	agua-verde
755200	96	3	3	2	1	agua-verde
490000	75	2	2	2	1	agua-verde
257900	35	1	1	1	NA	agua-verde
620000	214	3	NA	2	1	agua-verde
445000	71	2	NA	1	1	agua-verde
550000	94	3	2	2	1	agua-verde
1386000	244	3	6	3	3	agua-verde
205000	45	2	1	1	NA	agua-verde
374990	91	3	2	1	1	agua-verde
341130	47	1	1	1	1	agua-verde
321300	47	1	1	1	NA	agua-verde
690000	158	3	3	2	1	agua-verde
439200	62	2	2	2	1	agua-verde
590000	95	3	2	2	1	agua-verde
1500000	279	4	6	4	2	agua-verde
1300000	284	4	6	3	4	agua-verde
750000	126	3	4	2	1	agua-verde
605000	106	3	NA	NA	1	agua-verde
590000	93.9	3	NA	2	1	agua-verde
298000	70	3	2	1	1	agua-verde
460000	75	2	NA	2	NA	agua-verde
341130	47	1	1	1	1	agua-verde
569900	114	3	3	2	1	agua-verde
755210	96	3	3	2	1	agua-verde
755210	96	3	3	2	1	agua-verde
298000	70	2	2	1	NA	agua-verde
290000	48	2	1	1	NA	agua-verde
341130	47	1	1	1	1	agua-verde
519000	94	3	1	2	1	agua-verde
780000	142.14	4	2	2	1	agua-verde
521000	94	3	1	NA	1	agua-verde
495516	86	2	NA	2	1	agua-verde
755210	96	3	3	2	1	agua-verde
1552000	181	3	5	2	3	agua-verde
1080000	243	6	4	2	1	agua-verde
359000	74	3	2	2	1	agua-verde
520000	94	3	4	2	1	agua-verde
414000	75	2	2	1	1	agua-verde
589000	93.9	3	NA	2	1	agua-verde
230000	57	2	NA	NA	NA	agua-verde
230000	87	2	1	1	NA	agua-verde
550000	120	1	3	2	1	agua-verde
249900	34	1	1	1	NA	agua-verde
668000	118	3	2	2	1	agua-verde
229000	56	2	1	1	NA	agua-verde
555000	76	2	NA	1	NA	agua-verde
610000	103	3	3	1	1	agua-verde
389286	69.86	2	2	1	1	agua-verde
297000	64	2	2	2	1	agua-verde
480000	52	2	1	1	1	agua-verde
630000	102.2	3	NA	2	NA	agua-verde
450000	80.3	3	NA	2	NA	agua-verde
550000	124	3	3	1	1	agua-verde
1410000	188.8	4	NA	3	NA	agua-verde
1410000	188.8	4	NA	3	NA	agua-verde
360000	126.3	3	1	1	NA	agua-verde
1100000	183.4	4	NA	2	NA	agua-verde
417000	75	2	2	2	1	agua-verde
590000	94	3	NA	2	NA	agua-verde
960000	204	4	5	3	2	agua-verde
655000	116	3	NA	2	1	agua-verde
630000	93.9	3	NA	2	1	agua-verde
490000	95.9	3	NA	1	NA	agua-verde
425000	113.66	3	NA	1	1	agua-verde
1185000	158.1	4	NA	3	NA	agua-verde
360000	104.8	2	NA	1	NA	agua-verde
798000	204.5	4	NA	2	1	agua-verde
670000	117	3	NA	2	NA	agua-verde
185000	31.36	1	NA	NA	NA	agua-verde
245000	41.93	2	NA	1	NA	agua-verde
650000	118	3	2	2	1	agua-verde
380000	76	3	2	1	1	agua-verde
330000	100	3	2	1	1	agua-verde
700000	213.96	4	NA	2	NA	agua-verde
220000	55.44	2	1	1	NA	agua-verde
329000	75	3	NA	1	NA	agua-verde
1980000	412	3	3	3	3	agua-verde
169900	53.3	2	NA	NA	NA	agua-verde
218000	48	2	1	1	NA	agua-verde
328000	69	2	NA	2	1	agua-verde
650000	124	3	3	3	1	agua-verde
850000	113	3	2	2	1	agua-verde
545660	148.09	2	NA	1	1	agua-verde
559000	104	2	NA	2	NA	agua-verde
286200	75	2	1	1	1	agua-verde
160000	50	2	1	1	NA	agua-verde
290000	65	2	2	1	NA	agua-verde
746323	120.81	3	2	2	NA	agua-verde
255000	54	2	1	1	NA	agua-verde
560000	123	3	NA	1	1	agua-verde
275000	60	2	NA	1	1	agua-verde
448000	91	3	3	1	1	agua-verde
286200	75	2	1	1	1	agua-verde
690800	93	3	3	2	1	agua-verde
286200	75	2	1	1	NA	agua-verde
1580000	350	4	NA	6	4	agua-verde
1980000	220	3	5	3	3	agua-verde
175000	30.15	1	NA	NA	NA	agua-verde
2898000	269	4	6	4	4	agua-verde
220000	30.3	NA	1	1	NA	agua-verde
1100000	300	4	3	2	2	agua-verde
525000	93	3	2	2	1	agua-verde
374990	91	3	2	1	1	agua-verde
560000	80	2	NA	NA	1	agua-verde
360000	91	2	NA	1	1	agua-verde
891208	114.61	3	NA	2	1	agua-verde
897500	108.93	3	NA	2	1	agua-verde
325000	87	1	1	1	NA	agua-verde
608000	94	3	2	1	1	agua-verde
550000	124	3	NA	1	1	agua-verde
520000	95	3	2	2	1	agua-verde
290000	50	2	1	1	NA	agua-verde
1564000	193	4	5	4	2	agua-verde
648146	119	3	3	2	1	agua-verde
545000	109	3	2	11	1	agua-verde
255000	63	2	1	1	1	agua-verde
793000	119.15	3	2	2	1	agua-verde
480000	160	3	NA	1	NA	agua-verde
559593	93	3	2	2	1	agua-verde
590000	92	3	2	2	1	agua-verde
915000	170	2	2	NA	1	agua-verde
799900	129	3	4	2	1	agua-verde
650000	94	3	1	2	1	agua-verde
476000	85	2	3	2	2	agua-verde
260000	42	1	1	1	NA	agua-verde
288000	57	3	2	1	NA	agua-verde
516704	68	2	NA	1	NA	agua-verde
600000	105	3	3	2	1	agua-verde
380781	51	1	NA	1	NA	agua-verde
595000	94	3	2	2	1	agua-verde
1160600	133	4	5	3	2	agua-verde
620000	129.6	3	1	2	NA	agua-verde
345000	91	3	NA	1	1	agua-verde
399000	79	2	1	1	1	agua-verde
750000	149	4	3	2	1	agua-verde
755000	96	3	3	2	1	agua-verde
575000	116	2	4	2	2	agua-verde
479000	75	2	NA	1	NA	agua-verde
350000	55	2	NA	1	1	agua-verde
1092500	179	4	5	3	3	agua-verde
1107000	158	4	NA	3	NA	agua-verde
1295000	193	4	5	3	2	agua-verde
510000	134	3	4	1	1	agua-verde
763300	147	3	3	2	3	agua-verde
616000	124	2	3	NA	1	agua-verde
230000	64	3	NA	1	1	agua-verde
460000	75	2	1	2	1	agua-verde
1380900	193	3	5	3	3	agua-verde
759900	97	3	2	2	1	agua-verde
215760	29	1	1	1	NA	agua-verde
489000	75	2	2	1	1	agua-verde
415000	76	3	NA	1	1	agua-verde
539900	105	3	2	2	1	agua-verde
215760	29	1	1	1	NA	agua-verde
420000	113.66	3	NA	1	NA	agua-verde
230000	54	2	1	1	NA	agua-verde
315000	72	3	2	1	1	agua-verde
858889	131	4	4	2	1	agua-verde
584000	119	2	2	2	1	agua-verde
623080	90	2	NA	1	NA	agua-verde
200000	44	2	1	NA	NA	agua-verde
595000	85	2	2	2	1	agua-verde
650000	202	3	NA	2	NA	agua-verde
260000	54.2	2	NA	1	NA	agua-verde
435000	75	2	2	2	1	agua-verde
450000	76	2	2	2	1	agua-verde
1401000	193.2	4	3	3	2	agua-verde
350000	96	3	1	1	NA	agua-verde
1185000	158	4	1	3	2	agua-verde
689000	116	4	2	1	1	agua-verde
213674	29	1	1	1	NA	agua-verde
425000	80	2	1	1	1	agua-verde
857900	155	4	5	2	2	agua-verde
250000	53.59	2	NA	1	NA	agua-verde
439000	75	2	2	2	1	agua-verde
230000	89	3	2	1	NA	agua-verde
330000	55	2	NA	1	1	agua-verde
260000	40	1	1	1	NA	agua-verde
430000	106	3	3	1	1	agua-verde
1040000	228	4	4	2	1	agua-verde
780000	130	4	3	2	1	agua-verde
393000	66	2	2	1	1	agua-verde
540000	94	3	2	2	1	agua-verde
695000	220	4	4	1	1	agua-verde
518000	116	2	1	2	1	agua-verde
793359	106	2	NA	2	NA	agua-verde
906047	163	3	4	2	1	agua-verde
460000	108	3	2	1	1	agua-verde
790000	113	3	2	2	1	agua-verde
1186050	158	4	1	3	2	agua-verde
800000	220	3	4	2	3	agua-verde
499000	102	3	2	1	1	agua-verde
265000	68	3	2	1	1	agua-verde
1300035	189	4	NA	3	2	agua-verde
1647000	181	4	4	3	3	agua-verde
750000	167	3	3	2	1	agua-verde
335000	85	3	NA	1	1	agua-verde
413901	75.55	2	2	1	1	agua-verde
280000	75	3	2	1	1	agua-verde
1410000	189	4	NA	3	2	agua-verde
650000	107.44	3	3	2	1	agua-verde
485000	71	2	NA	1	1	agua-verde
1800000	280	4	4	3	2	agua-verde
460000	75	2	2	2	1	agua-verde
1100000	201	4	1	3	2	agua-verde
1120000	184	4	3	3	2	agua-verde
1620000	290	4	NA	3	NA	agua-verde
519900	94	3	4	2	1	agua-verde
655900	119	3	4	2	1	agua-verde
500650	75	2	2	1	1	agua-verde
1410000	189	4	1	3	2	agua-verde
1394200	193	3	NA	3	3	agua-verde
480000	100.64	2	3	1	1	agua-verde
359000	65	2	1	1	1	agua-verde
789000	129	3	3	2	1	agua-verde
268000	67	3	2	1	NA	agua-verde
340000	64	3	NA	1	1	agua-verde
435000	84.04	3	2	1	1	agua-verde
504900	91	3	2	2	1	agua-verde
866698	140	3	4	2	3	agua-verde
413000	75	2	NA	1	1	agua-verde
755100	96	3	3	2	1	agua-verde
1455500	279	4	5	4	2	agua-verde
541600	74	2	1	1	1	agua-verde
475000	95	3	NA	1	1	agua-verde
445000	84.12	3	3	2	1	agua-verde
370000	70	3	2	2	1	agua-verde
650000	108	3	2	2	1	agua-verde
927400	123	3	NA	3	NA	agua-verde
495500	85	2	3	2	2	agua-verde
843000	124	3	3	2	1	agua-verde
475000	114	3	3	1	1	agua-verde
916418	163	3	NA	2	3	agua-verde
330000	64	2	2	1	1	agua-verde
516000	116	2	1	2	1	agua-verde
560000	102	3	3	1	1	agua-verde
460000	75	2	3	2	1	agua-verde
1146845	141	3	NA	3	1	agua-verde
753000	126	4	3	2	1	agua-verde
605000	93	3	1	2	NA	agua-verde
575000	120	3	2	1	1	agua-verde
404000	70	2	2	1	1	agua-verde
420000	139	3	NA	1	NA	agua-verde
760000	96	3	4	2	1	agua-verde
575000	120	3	1	1	1	agua-verde
980000	155	3	3	2	2	agua-verde
1226700	181	4	4	3	2	agua-verde
1000000	280	3	NA	3	1	agua-verde
476000	85	2	3	2	2	agua-verde
690000	158	3	3	2	1	agua-verde
1050000	336	4	5	3	2	agua-verde
779900	129	3	1	2	3	agua-verde
340000	63	3	NA	1	1	agua-verde
498000	65	2	2	1	1	agua-verde
5800000	806	4	1	6	4	agua-verde
2500000	252	4	5	4	2	agua-verde
514000	86	3	2	2	1	agua-verde
1250000	350	4	5	3	2	agua-verde
220000	54	2	2	1	NA	agua-verde
489000	75	2	2	1	1	agua-verde
599000	214	3	3	2	1	agua-verde
560000	77	2	2	2	1	agua-verde
934000	158.1	NA	NA	2	NA	agua-verde
795000	152	3	1	2	1	agua-verde
640000	94	2	2	2	1	agua-verde
1100000	172.66	4	4	2	3	agua-verde
340000	69	3	NA	1	1	agua-verde
522000	94	3	3	2	1	agua-verde
375000	79	3	2	2	1	agua-verde
535000	75	2	2	2	1	agua-verde
519900	94	3	4	2	1	agua-verde
799900	129	3	4	2	1	agua-verde
1801100	290	3	1	4	3	agua-verde
1394200	193	4	1	3	2	agua-verde
540000	75	2	NA	1	1	agua-verde
530000	102	3	2	1	1	agua-verde
973000	330	3	3	2	1	agua-verde
215760	29	1	1	1	NA	agua-verde
824000	124	3	2	2	1	agua-verde
245000	46	2	1	1	NA	agua-verde
950000	197.56	4	NA	2	2	agua-verde
540000	110	3	3	1	1	agua-verde
679000	96	3	1	2	1	agua-verde
445000	77	2	1	2	1	agua-verde
255704	35	1	1	1	NA	agua-verde
2499900	328	4	6	5	4	agua-verde
460000	113	3	2	1	1	agua-verde
230000	55	2	1	1	NA	agua-verde
1499999	273	4	6	3	4	agua-verde
1199890	140	3	3	3	1	agua-verde
730000	126	4	1	2	1	agua-verde
1218000	95	3	NA	2	1	agua-verde
749900	126	4	4	2	1	agua-verde
749900	126	4	4	2	1	agua-verde
514000	75	2	2	2	1	agua-verde
802000	214	2	NA	2	1	agua-verde
794900	129	3	3	2	3	agua-verde
795000	173	3	4	2	1	agua-verde
542560	85	3	NA	2	1	agua-verde
1322000	188.78	4	NA	3	NA	agua-verde
1322000	188.78	4	NA	3	NA	agua-verde
1093000	182	4	3	2	1	agua-verde
450000	80	3	2	2	1	agua-verde
1135000	228	4	NA	2	1	agua-verde
679000	105	3	1	2	1	agua-verde
950000	158.14	3	5	2	3	agua-verde
435000	84.04	2	2	1	1	agua-verde
770000	135	3	1	2	1	agua-verde
530000	88	2	2	2	1	agua-verde
1322000	188.78	4	NA	3	NA	agua-verde
427000	75	2	2	2	1	agua-verde
385000	62	3	2	1	1	agua-verde
559900	105	3	2	2	1	agua-verde
350000	86	3	2	1	1	agua-verde
417000	75	2	2	2	1	agua-verde
1500000	293	4	5	4	2	agua-verde
409505	62	1	1	1	NA	agua-verde
545200	85	2	2	2	2	agua-verde
380000	60	2	2	1	1	agua-verde
250000	53	2	1	1	NA	agua-verde
450000	75	2	1	2	1	agua-verde
1322000	188.78	4	NA	3	NA	agua-verde
419889	98	4	3	1	1	agua-verde
558000	94	3	3	2	1	agua-verde
970000	179	3	2	2	1	agua-verde
1110000	228	4	NA	2	1	agua-verde
1418500	181	4	4	4	3	agua-verde
495000	87	3	NA	2	1	agua-verde
610000	116	3	3	1	1	agua-verde
445000	66	2	2	1	1	agua-verde
770000	135	3	1	2	1	agua-verde
790000	272	3	NA	2	NA	agua-verde
430000	61	2	1	1	1	agua-verde
478000	104.78	3	NA	1	NA	agua-verde
850000	149	3	4	2	1	agua-verde
430000	150	4	3	1	1	agua-verde
550000	114	3	1	2	1	agua-verde
749900	126	4	4	2	1	agua-verde
409505	62	2	1	1	1	agua-verde
599900	105	3	NA	2	1	agua-verde
774700	119	3	3	2	1	agua-verde
1647000	181	4	4	3	3	agua-verde
405000	96	2	2	1	1	agua-verde
550000	124	3	1	1	1	agua-verde
433067	88	1	2	1	NA	agua-verde
257900	35	1	1	1	NA	agua-verde
290000	60	3	2	1	1	agua-verde
766000	138.4	2	NA	2	NA	agua-verde
550000	201.6	3	NA	NA	NA	agua-verde
540000	201.6	3	NA	1	NA	agua-verde
404619	75.55	2	NA	NA	1	agua-verde
1042500	139.8	3	NA	2	NA	agua-verde
345000	107	3	NA	NA	NA	agua-verde
533696	67.64	2	NA	NA	1	agua-verde
1232389	139.95	3	NA	NA	1	agua-verde
460000	110.5	3	NA	1	NA	agua-verde
1817800	290	4	NA	4	2	agua-verde
1620000	220	3	1	3	3	agua-verde
449900	75	2	2	1	1	agua-verde
800000	140	3	5	3	3	agua-verde
690000	158	4	3	2	1	agua-verde
690000	158	4	3	2	1	agua-verde
930000	270	4	NA	3	NA	agua-verde
598000	106	3	4	2	1	agua-verde
635000	136	4	1	2	1	agua-verde
475000	95	3	2	1	1	agua-verde
1358700	193.29	4	3	3	2	agua-verde
417000	75	2	2	2	1	agua-verde
519900	94	3	4	2	1	agua-verde
580000	93	3	2	2	1	agua-verde
598000	106	3	4	2	1	agua-verde
476000	85	2	3	2	2	agua-verde
655900	119	3	4	2	2	agua-verde
476000	86	3	2	2	2	agua-verde
650000	116	3	2	1	1	agua-verde
1838640	233	3	3	3	1	agua-verde
590000	120	3	3	2	1	agua-verde
369000	80	3	3	1	1	agua-verde
765000	196	4	NA	2	2	agua-verde
280000	47	2	2	1	1	agua-verde
260000	50	1	1	1	NA	agua-verde
149000	27	1	1	NA	NA	agua-verde
428000	114.07	3	4	1	1	agua-verde
2500000	242	4	6	3	4	agua-verde
1418500	181	4	4	4	3	agua-verde
427000	75	2	2	2	1	agua-verde
650000	127	3	2	2	2	agua-verde
582381	119	2	2	2	1	agua-verde
470000	83	3	2	2	1	agua-verde
920000	164	3	5	2	3	agua-verde
657000	94	3	3	2	1	agua-verde
570945	100	3	3	2	1	agua-verde
565000	103	3	3	2	1	agua-verde
595000	129	3	2	2	1	agua-verde
1990000	219.76	3	4	3	3	agua-verde
509000	75	2	3	2	1	agua-verde
755210	96	3	3	2	1	agua-verde
340000	62	3	2	1	1	agua-verde
730000	159	3	4	2	1	agua-verde
548000	102	3	1	1	1	agua-verde
398500	80	3	2	1	1	agua-verde
429889	96	3	3	1	1	agua-verde
559000	105	3	3	2	1	agua-verde
880000	204	4	5	2	2	agua-verde
397000	107	3	2	1	1	agua-verde
2775700	308	4	4	4	4	agua-verde
2775700	308	4	4	4	4	agua-verde
786700	120	3	3	2	1	agua-verde
1136509	133	3	4	3	3	agua-verde
230000	55.7	3	1	1	NA	agua-verde
369000	78.1	2	2	1	1	agua-verde
800000	159	3	4	2	1	agua-verde
405000	96	2	2	1	1	agua-verde
398500	80	3	2	1	1	agua-verde
245000	54	2	1	1	NA	agua-verde
950000	246	3	NA	2	3	agua-verde
485000	101	3	2	2	1	agua-verde
730000	150	3	3	2	1	agua-verde
465000	76	2	2	2	1	agua-verde
2714800	328	4	NA	5	2	agua-verde
297000	64	2	2	2	1	agua-verde
1180000	133.57	4	4	3	1	agua-verde
900000	183	3	2	2	NA	agua-verde
1150000	380	4	5	3	4	agua-verde
857000	150	3	5	2	3	agua-verde
235000	58.22	3	1	1	NA	agua-verde
1098884	160	3	4	2	3	agua-verde
2935850	308	3	4	3	3	agua-verde
476000	71.23	3	NA	2	NA	agua-verde
615000	162.09	3	NA	2	NA	agua-verde
530000	119.42	3	NA	NA	1	agua-verde
1050000	319.02	2	NA	2	NA	agua-verde
620000	109.5	3	2	2	NA	agua-verde
599900	95	3	2	2	NA	agua-verde
470000	120	3	2	1	1	agua-verde
750000	136	3	3	2	1	agua-verde
525000	88.77	2	NA	2	1	agua-verde
470000	104	3	2	1	1	agua-verde
390000	86	3	2	1	1	agua-verde
1350000	190	4	5	4	2	agua-verde
580000	115	3	3	2	1	agua-verde
470000	120	3	4	1	1	agua-verde
298000	67	2	2	1	1	agua-verde
368000	82	2	1	NA	1	agua-verde
260000	49.41	1	1	1	NA	agua-verde
460000	75	2	2	2	1	agua-verde
495000	85.67	2	2	2	2	agua-verde
580000	71	2	2	1	1	agua-verde
1150000	147	4	3	3	1	agua-verde
1550000	536	4	6	4	4	agua-verde
1407100	193	4	NA	3	2	agua-verde
250000	68.63	3	2	NA	NA	agua-verde
360000	70	3	2	2	1	agua-verde
1250000	225	NA	NA	3	NA	agua-verde
592000	75.3	2	2	1	1	agua-verde
385000	89	3	3	1	1	agua-verde
480000	103	3	3	2	1	agua-verde
640000	135	3	4	1	2	agua-verde
1100000	259.3	3	1	2	NA	agua-verde
750000	116	3	3	2	1	agua-verde
927400	152	3	NA	3	NA	agua-verde
480000	103	3	3	2	1	agua-verde
1300000	180	3	NA	2	3	agua-verde
600000	148	3	5	2	3	agua-verde
595000	170	4	3	2	1	agua-verde
685000	124.47	3	3	2	NA	agua-verde
400000	102.27	3	2	1	1	agua-verde
1150000	250	4	NA	4	4	agua-verde
470000	100	3	3	2	1	agua-verde
260000	54	2	1	1	NA	agua-verde
605000	93	2	2	2	1	agua-verde
460000	106.19	3	3	2	1	agua-verde
635000	136	4	1	2	1	agua-verde
576182	85.67	2	NA	2	1	agua-verde
1218000	95	3	2	2	1	agua-verde
248000	30	NA	NA	1	1	agua-verde
280000	77	3	2	1	1	agua-verde
430000	62	2	2	1	1	agua-verde
962000	267.6	3	NA	1	NA	agua-verde
265000	80	3	2	1	NA	agua-verde
450000	196	3	1	1	1	agua-verde
348000	85	3	2	1	1	agua-verde
430000	152.02	3	3	2	1	agua-verde
270000	75	3	2	1	NA	agua-verde
629900	120	3	NA	1	2	agua-verde
802000	93.9	3	2	2	1	agua-verde
510000	102	3	NA	1	1	agua-verde
280000	65	2	2	1	NA	agua-verde
530000	85.67	2	2	2	2	agua-verde
450000	123.51	3	1	1	1	agua-verde
595000	123	3	4	1	1	agua-verde
315000	70	3	2	1	1	agua-verde
520000	88	3	NA	2	1	agua-verde
1817000	290	4	NA	4	2	agua-verde
1200000	251	4	5	2	2	agua-verde
298000	80	3	1	1	NA	agua-verde
525000	71.9	NA	NA	2	NA	agua-verde
410000	71	2	1	2	NA	agua-verde
839632	130.85	2	NA	2	1	agua-verde
670000	131.9	2	1	2	NA	agua-verde
650000	107.4	3	NA	2	NA	agua-verde
469094	77.48	2	NA	2	1	agua-verde
235000	62.46	3	1	NA	NA	agua-verde
375000	72	3	2	1	1	agua-verde
1500000	182.3	3	NA	2	NA	agua-verde
1030000	210	3	4	2	1	agua-verde
500000	102.23	3	NA	1	1	agua-verde
970000	133	3	5	2	3	agua-verde
1600000	220	3	NA	NA	NA	agua-verde
370000	61	2	NA	1	NA	agua-verde
699900	105	3	1	2	1	agua-verde
230000	58.8	2	NA	1	NA	agua-verde
200000	52	2	1	1	NA	agua-verde
230000	79	3	1	1	NA	agua-verde
585000	94	3	NA	1	1	agua-verde
759000	214	2	NA	2	NA	agua-verde
340000	96	3	2	1	1	agua-verde
570000	99	3	2	2	1	agua-verde
2714000	328	4	NA	5	2	agua-verde
