preco	area	quartos	banheiros	vagas	suites	bairro
266000	49	2	1	1	NA	ecoville
1350000	323	2	NA	3	3	ecoville
3600000	559	4	NA	4	4	ecoville
1700000	203	3	5	4	3	ecoville
719900	126	3	3	2	1	ecoville
1833000	235	4	5	4	2	ecoville
1300000	159	3	NA	3	3	ecoville
382331	69.49	2	2	2	1	ecoville
420000	70	3	NA	1	NA	ecoville
860000	120	3	3	2	1	ecoville
436000	100	3	2	2	1	ecoville
442100	157	3	2	2	1	ecoville
970000	147	NA	NA	NA	NA	ecoville
436000	100	3	2	2	1	ecoville
670000	140	4	4	2	1	ecoville
2699000	278	4	1	4	3	ecoville
6000000	801	4	5	6	4	ecoville
1495000	187	4	5	2	2	ecoville
1799900	276	4	5	4	3	ecoville
791500	146	3	NA	2	NA	ecoville
560000	90	3	3	2	1	ecoville
1189889	140	3	3	3	1	ecoville
1100000	164	3	5	3	3	ecoville
1196460	168	4	5	3	3	ecoville
1799900	276	4	NA	3	NA	ecoville
3800000	469	4	6	3	4	ecoville
1400000	174	3	5	3	3	ecoville
1059900	163	3	5	3	3	ecoville
980000	162	NA	1	3	1	ecoville
1464681	174.97	3	3	3	2	ecoville
719900	126	3	2	2	1	ecoville
1059900	168	3	5	3	3	ecoville
769900	166	3	5	2	2	ecoville
535000	113	3	3	2	1	ecoville
798000	110	3	3	2	1	ecoville
341000	68	2	2	1	1	ecoville
685000	110	3	3	2	1	ecoville
1199000	186	3	5	3	3	ecoville
545287	113	3	3	2	1	ecoville
1430000	174.95	3	5	3	3	ecoville
2700000	460	4	5	4	4	ecoville
825000	168	3	3	2	1	ecoville
706315	115	3	3	2	1	ecoville
305970	41	1	1	1	NA	ecoville
467000	63	2	2	1	1	ecoville
825000	168	3	2	2	1	ecoville
341000	68	2	2	1	1	ecoville
800000	123	3	2	2	1	ecoville
378449	69	2	2	1	1	ecoville
1059900	163	3	5	3	3	ecoville
1410000	174	3	3	3	3	ecoville
750000	162	3	1	2	1	ecoville
515400	81.92	3	2	2	1	ecoville
545000	113	3	3	2	1	ecoville
750000	160	3	3	2	1	ecoville
775000	135	3	3	2	1	ecoville
1336900	159	3	5	3	3	ecoville
849900	126	3	NA	2	NA	ecoville
341150	68	2	2	1	1	ecoville
769900	166	4	5	2	2	ecoville
963579	137	3	NA	2	NA	ecoville
1059900	168	4	5	3	3	ecoville
550000	96	3	2	2	1	ecoville
825000	168	3	3	2	1	ecoville
450000	98	2	2	1	1	ecoville
1893000	235	4	5	4	2	ecoville
560000	90	3	3	2	1	ecoville
780000	141	4	3	2	1	ecoville
319900	69	2	2	1	1	ecoville
538800	81.92	3	NA	2	NA	ecoville
1400000	174	3	5	3	3	ecoville
1833000	235	4	5	4	2	ecoville
839000	126	3	3	2	1	ecoville
581329	113.44	3	3	2	2	ecoville
1350000	189	4	1	2	2	ecoville
435000	105	3	3	2	1	ecoville
690000	111	3	3	2	1	ecoville
545200	113	3	3	2	1	ecoville
545100	113	3	3	2	1	ecoville
3200000	435	4	7	5	4	ecoville
545150	113	3	3	2	1	ecoville
2490000	266	3	6	4	3	ecoville
1189000	184	4	5	3	2	ecoville
545100	113	3	3	2	1	ecoville
673900	131	3	4	2	1	ecoville
341100	68	2	2	1	1	ecoville
2200000	360	3	5	4	3	ecoville
410000	89	3	2	1	1	ecoville
850000	166	3	5	3	3	ecoville
9000000	800	4	8	8	4	ecoville
2712000	277	4	5	4	2	ecoville
830000	110	3	3	2	1	ecoville
1400000	174	3	5	3	3	ecoville
1059900	163	3	5	3	3	ecoville
845000	172	4	3	1	1	ecoville
1100000	143	3	1	3	1	ecoville
1799900	276	4	NA	4	2	ecoville
619990	131	3	4	2	1	ecoville
3300000	330	3	5	3	3	ecoville
1195000	186	4	5	3	2	ecoville
422000	89	3	2	1	1	ecoville
305970	41	1	1	1	NA	ecoville
999000	168	4	1	3	1	ecoville
1300000	203	4	6	2	3	ecoville
780000	126	3	4	2	1	ecoville
3100000	342	3	7	4	3	ecoville
390000	72	2	2	2	1	ecoville
533000	69	2	2	2	1	ecoville
1196460	168	3	5	3	3	ecoville
690000	110	3	3	2	1	ecoville
1893000	235	3	5	4	3	ecoville
1444650	174	3	5	3	3	ecoville
2711780	278	4	NA	4	2	ecoville
545150	113	3	3	2	1	ecoville
441235	81	3	2	2	1	ecoville
474267	88	3	2	1	1	ecoville
1250000	183	4	4	3	2	ecoville
849900	126	3	NA	2	1	ecoville
1490000	265	4	5	3	3	ecoville
670000	119	3	3	2	1	ecoville
319900	69	2	2	1	1	ecoville
341133	68	2	2	1	1	ecoville
1100000	200	3	4	3	1	ecoville
1350000	194	4	4	3	2	ecoville
2800000	370	4	5	4	4	ecoville
849900	126	3	3	2	1	ecoville
832200	168	3	NA	2	NA	ecoville
380000	65	3	2	1	1	ecoville
545100	113	3	3	2	1	ecoville
338000	73.08	3	2	1	1	ecoville
685000	110	3	3	2	1	ecoville
519100	82	3	NA	2	NA	ecoville
619900	131	4	4	2	1	ecoville
673900	131	4	4	2	1	ecoville
3500000	480	4	7	4	4	ecoville
849900	126	3	3	2	1	ecoville
350000	67	3	2	1	1	ecoville
1600000	203	3	NA	4	3	ecoville
895000	131	3	3	2	1	ecoville
780000	126	3	NA	2	1	ecoville
720000	162	4	NA	2	1	ecoville
812000	110	3	3	2	1	ecoville
1389900	184	4	5	4	2	ecoville
545000	113	3	3	2	1	ecoville
545287	113	3	3	2	1	ecoville
970000	147	3	NA	NA	NA	ecoville
341200	68	2	2	1	1	ecoville
970000	147	3	NA	2	NA	ecoville
580000	125	3	NA	2	NA	ecoville
760000	122.9	3	NA	2	1	ecoville
1295000	177.1	2	NA	3	NA	ecoville
1300000	179	4	NA	3	NA	ecoville
850000	110.37	3	NA	2	1	ecoville
1400000	175	2	4	3	2	ecoville
2400000	266	3	1	3	3	ecoville
376000	72	2	2	1	1	ecoville
325000	70	3	2	1	1	ecoville
1550000	206	2	3	3	1	ecoville
1400000	190	4	1	2	2	ecoville
690000	128	3	NA	2	1	ecoville
839000	126	3	3	3	1	ecoville
1189900	163	3	3	3	2	ecoville
701553	132	3	NA	2	2	ecoville
495800	105	3	2	1	2	ecoville
745000	102	2	3	2	1	ecoville
1350000	189	4	3	3	1	ecoville
795000	119	3	4	2	1	ecoville
350000	72	2	2	1	1	ecoville
2500000	266	4	1	3	3	ecoville
928000	160	3	4	2	1	ecoville
1667300	307	3	5	2	1	ecoville
295000	41	1	1	1	NA	ecoville
1600000	232	4	5	3	2	ecoville
610000	85	3	2	3	1	ecoville
1600000	233	3	5	4	3	ecoville
530000	85	3	2	2	1	ecoville
339000	69	3	2	1	1	ecoville
420000	70	NA	NA	1	NA	ecoville
550000	90.75	3	2	2	1	ecoville
1250000	211	3	5	4	3	ecoville
3100000	342	3	6	4	3	ecoville
650000	132	4	2	2	1	ecoville
1250000	174	3	5	3	3	ecoville
848870	166	3	NA	2	1	ecoville
2624900	278	4	3	4	2	ecoville
245000	56	2	2	1	1	ecoville
1690000	222	3	4	4	3	ecoville
2800000	350	4	6	5	4	ecoville
430000	122	3	NA	2	NA	ecoville
535000	85	3	2	2	1	ecoville
383900	86	2	2	2	1	ecoville
310000	70	3	2	1	1	ecoville
1799900	276	4	5	4	3	ecoville
348430	69	2	NA	1	1	ecoville
1600000	203	4	NA	4	2	ecoville
850000	144	3	4	2	1	ecoville
378449	69	2	2	1	1	ecoville
378449	69	2	2	1	1	ecoville
2399440	260	5	6	4	4	ecoville
990000	270	3	2	4	1	ecoville
1700000	406	4	NA	5	4	ecoville
869000	128	3	3	2	1	ecoville
2700000	373	4	1	4	4	ecoville
1950000	267	4	4	3	2	ecoville
310506	42	1	NA	1	NA	ecoville
473352	69	2	NA	1	1	ecoville
1450000	174	3	5	3	2	ecoville
1400000	189.4	4	NA	3	NA	ecoville
1300000	190	4	4	3	2	ecoville
420000	100.9	3	NA	2	NA	ecoville
870000	204	4	1	2	1	ecoville
2157750	266	3	6	4	3	ecoville
1444650	174	4	5	3	2	ecoville
700000	113	3	3	2	1	ecoville
2650000	266.59	4	6	3	2	ecoville
1059900	163	3	NA	3	3	ecoville
690000	123	3	3	2	1	ecoville
3200000	400	4	NA	5	4	ecoville
1300000	214	4	1	3	3	ecoville
545000	123	3	1	2	1	ecoville
400000	71	3	2	1	1	ecoville
1396000	162	4	5	3	2	ecoville
6000000	802	4	9	6	4	ecoville
860000	172	3	4	2	1	ecoville
2680000	367	4	2	4	4	ecoville
641990	113	3	3	2	1	ecoville
411800	69	2	1	1	1	ecoville
420000	69	2	2	1	1	ecoville
780000	136	2	NA	2	2	ecoville
457980	81	3	2	2	1	ecoville
685000	110	3	3	2	1	ecoville
945000	137	3	1	NA	1	ecoville
435000	89	3	2	2	1	ecoville
2600000	266.59	3	6	3	3	ecoville
1799900	275	4	4	2	2	ecoville
849900	137	3	3	2	1	ecoville
849900	126	3	2	2	1	ecoville
754200	126	3	3	2	1	ecoville
1128000	169	4	NA	3	NA	ecoville
550000	123	3	3	2	1	ecoville
429900	101	3	2	2	1	ecoville
1400000	252	3	1	4	2	ecoville
849900	137	3	3	2	1	ecoville
550000	105.91	3	2	2	1	ecoville
375000	69	2	2	1	1	ecoville
1600000	204	3	3	4	3	ecoville
2000000	267	3	4	4	3	ecoville
1396016	163	3	NA	3	3	ecoville
849900	137	3	3	2	1	ecoville
2531103	260	5	6	4	4	ecoville
328000	69	2	2	1	1	ecoville
1250000	240	4	5	3	2	ecoville
295000	94	2	NA	1	NA	ecoville
1650000	232	3	6	3	3	ecoville
1099999	169	4	6	3	NA	ecoville
3200000	400	4	1	5	4	ecoville
720000	162	4	3	2	1	ecoville
675000	110	3	3	2	1	ecoville
2607565	260	5	6	4	4	ecoville
2490000	267	4	6	4	4	ecoville
1400000	194	4	5	3	4	ecoville
279000	60	2	1	1	NA	ecoville
520000	113	3	3	2	1	ecoville
1300000	189.43	3	NA	3	NA	ecoville
560000	90	3	3	2	1	ecoville
498000	90	3	3	2	1	ecoville
481795	88.59	3	2	2	1	ecoville
450000	69	2	2	2	1	ecoville
1114600	169	3	NA	3	3	ecoville
2711780	278	4	NA	3	3	ecoville
350000	83	3	1	1	1	ecoville
2498990	260	5	6	4	4	ecoville
1200000	180	4	5	3	2	ecoville
1090000	180	4	1	2	2	ecoville
1370000	204.4	3	NA	2	NA	ecoville
980000	179.3	4	NA	2	NA	ecoville
2300000	340	3	4	4	2	ecoville
495000	99.7	2	NA	1	NA	ecoville
1350000	195	4	NA	NA	NA	ecoville
1050000	190	3	3	3	1	ecoville
1500000	522.6	5	NA	5	NA	ecoville
600000	109.7	3	NA	2	NA	ecoville
800000	131	4	3	2	1	ecoville
720000	190	4	NA	2	NA	ecoville
2800000	290	3	5	4	3	ecoville
1650000	228	3	5	3	3	ecoville
445000	70.16	3	2	1	1	ecoville
1600000	245	3	3	2	1	ecoville
606569	113.44	3	3	2	2	ecoville
3500000	333	4	1	3	4	ecoville
845000	166	4	2	3	2	ecoville
1190000	140	3	1	4	1	ecoville
345000	65	3	2	1	1	ecoville
1250000	214	4	4	3	1	ecoville
963579	136.97	3	NA	2	1	ecoville
1600000	229	3	5	4	3	ecoville
1400000	185	3	5	3	3	ecoville
520139	69.65	2	NA	2	1	ecoville
963579	137	3	NA	2	1	ecoville
963579	137	3	NA	2	1	ecoville
849900	126	3	NA	2	1	ecoville
485600	69.65	2	1	2	1	ecoville
849900	126	4	2	2	1	ecoville
2300000	244	4	3	4	3	ecoville
436000	101	3	2	2	1	ecoville
750000	131.76	3	4	2	1	ecoville
850000	181	3	2	2	1	ecoville
1300000	295	3	7	3	3	ecoville
1490000	222	3	1	3	3	ecoville
2150000	261	4	1	4	4	ecoville
390000	69	2	2	2	1	ecoville
671352	131	3	1	2	1	ecoville
749900	126	3	1	2	1	ecoville
1800000	226	4	5	3	2	ecoville
650000	123	3	2	2	1	ecoville
1396016	163	3	NA	3	3	ecoville
338000	73	3	2	1	1	ecoville
472879	63.15	2	NA	1	1	ecoville
1300000	189.43	4	NA	3	2	ecoville
387500	86	2	2	2	1	ecoville
423900	101	3	2	2	1	ecoville
358000	65.12	3	NA	1	NA	ecoville
340000	76	2	2	1	2	ecoville
2812297	262	5	6	4	4	ecoville
2315660	260	5	6	4	4	ecoville
335000	69	2	2	1	1	ecoville
1380000	179	4	6	3	2	ecoville
530000	63	2	2	2	1	ecoville
1054900	169	4	5	3	3	ecoville
522700	83.9	3	2	1	1	ecoville
260000	48	2	1	1	NA	ecoville
519000	81.92	3	NA	2	NA	ecoville
1100000	190	4	5	3	3	ecoville
442100	101	3	2	2	1	ecoville
459000	84	3	2	1	1	ecoville
1100000	179	4	1	2	2	ecoville
260000	60	2	1	1	NA	ecoville
390000	70.16	2	NA	2	1	ecoville
320000	70	2	NA	1	1	ecoville
2624900	278	4	NA	4	2	ecoville
423900	101	3	2	2	1	ecoville
290000	70	3	2	2	1	ecoville
850000	130	3	2	2	1	ecoville
1070000	172	4	4	2	2	ecoville
845000	122	3	1	2	3	ecoville
1580000	214	3	5	4	3	ecoville
826400	168.37	3	2	2	1	ecoville
800000	134.36	3	3	2	1	ecoville
1231000	168.83	4	4	3	2	ecoville
1300000	190	4	5	3	2	ecoville
749000	120	4	NA	2	1	ecoville
819200	70	2	NA	1	NA	ecoville
445000	100	3	2	2	1	ecoville
820000	126	3	3	2	1	ecoville
1600000	232.47	4	NA	4	3	ecoville
1390000	174	3	5	3	3	ecoville
180000	30	1	1	1	NA	ecoville
662000	113.44	3	3	2	1	ecoville
848022	166	4	2	2	1	ecoville
353600	56	2	NA	1	NA	ecoville
399700	86	2	2	2	1	ecoville
650000	131	2	1	2	1	ecoville
760700	146	3	NA	2	NA	ecoville
690000	113	3	2	2	1	ecoville
1300000	189	4	4	2	2	ecoville
410000	69	2	2	1	1	ecoville
350000	65	3	2	1	1	ecoville
474800	81	3	2	2	1	ecoville
1780000	228	4	4	3	4	ecoville
442900	82	3	2	2	1	ecoville
532600	81.92	3	2	2	1	ecoville
792700	142	2	3	NA	1	ecoville
515400	81.92	3	1	2	1	ecoville
980000	168	4	4	NA	2	ecoville
524200	83.9	3	1	2	1	ecoville
515400	81.92	3	1	2	1	ecoville
848022	166	4	4	2	2	ecoville
1152800	169.19	4	2	3	2	ecoville
1398800	168.83	4	2	3	2	ecoville
466549	68	2	2	1	1	ecoville
518000	81.92	3	1	2	1	ecoville
819200	168.37	3	1	2	1	ecoville
1223420	183	4	3	3	2	ecoville
1464296	174	4	4	3	2	ecoville
340000	65	3	2	1	1	ecoville
515400	81	3	1	1	1	ecoville
819200	168	3	2	1	1	ecoville
720000	162.7	4	NA	2	NA	ecoville
1250000	189.4	4	NA	2	NA	ecoville
399000	70	3	NA	NA	1	ecoville
1360200	168.83	4	4	3	2	ecoville
425700	157	3	3	2	1	ecoville
1294463	159.81	3	3	3	2	ecoville
1500000	214.4	4	NA	3	NA	ecoville
205000	68	3	NA	NA	NA	ecoville
350000	66	3	NA	NA	1	ecoville
255500	40	1	1	1	NA	ecoville
1085000	179	4	NA	2	2	ecoville
1300000	194.97	4	4	3	2	ecoville
1300000	214.35	4	NA	3	3	ecoville
680000	110	3	4	2	1	ecoville
495000	95	3	2	2	1	ecoville
355000	66.24	3	2	1	1	ecoville
1295000	178	3	3	3	3	ecoville
320000	69.4	2	2	1	1	ecoville
1389900	163	2	2	3	2	ecoville
520800	145	3	2	NA	1	ecoville
2135000	267	4	3	3	3	ecoville
1500000	214	4	NA	3	2	ecoville
383900	85	2	2	2	1	ecoville
442100	157	3	2	2	1	ecoville
1990000	340.7	3	NA	4	NA	ecoville
3800000	390.98	5	6	3	5	ecoville
1128000	169	4	NA	3	NA	ecoville
719900	126	3	2	2	1	ecoville
650000	68	2	2	2	1	ecoville
1059000	163	3	NA	3	3	ecoville
1090000	240	3	2	4	1	ecoville
673702	132	3	NA	2	1	ecoville
350000	69	3	NA	1	1	ecoville
720000	123	3	1	2	1	ecoville
1385900	163	3	4	NA	3	ecoville
1350000	200	4	NA	3	2	ecoville
880000	126	3	3	2	1	ecoville
323000	51	2	2	1	2	ecoville
436000	100	3	2	2	1	ecoville
212300	47	2	2	1	2	ecoville
690000	131.76	3	2	NA	1	ecoville
799900	137	3	NA	2	1	ecoville
680000	113.44	3	NA	2	1	ecoville
2300000	510	4	1	4	3	ecoville
961000	166	4	2	3	2	ecoville
548000	183.3	3	NA	2	NA	ecoville
2300000	360	3	3	4	2	ecoville
512000	89	2	2	NA	1	ecoville
432360	682	2	NA	1	NA	ecoville
1665000	240	4	4	4	2	ecoville
642000	113.44	3	4	2	1	ecoville
770700	166.16	4	4	NA	2	ecoville
370000	69.49	3	2	1	1	ecoville
820000	120.81	3	3	2	1	ecoville
612200	131.76	3	3	NA	1	ecoville
640000	90	3	2	2	1	ecoville
460000	84	3	2	1	1	ecoville
1390000	203	4	5	3	3	ecoville
730000	166	3	5	3	3	ecoville
643000	113	3	4	2	1	ecoville
860000	166	4	5	2	2	ecoville
625000	102	2	4	2	2	ecoville
950000	181	4	5	2	2	ecoville
1590000	187	3	5	3	2	ecoville
560000	91	3	3	2	1	ecoville
775000	145	3	2	2	1	ecoville
870000	123	3	4	2	1	ecoville
526400	84	3	2	1	1	ecoville
1550000	290	4	5	4	2	ecoville
420000	70.08	3	NA	1	1	ecoville
395000	70	3	2	1	1	ecoville
520000	88.59	3	2	2	1	ecoville
545000	91	3	3	2	1	ecoville
290400	41.3	1	1	1	NA	ecoville
538800	82	3	2	2	1	ecoville
1050000	166.16	3	NA	3	3	ecoville
645000	110	3	3	2	1	ecoville
1550000	203.18	3	NA	4	NA	ecoville
860000	166	4	5	2	2	ecoville
831569	126	3	3	2	1	ecoville
1298000	190	4	5	3	2	ecoville
1109100	168	4	5	3	2	ecoville
498414	68	2	2	1	1	ecoville
1195000	186	4	5	3	2	ecoville
760000	160	3	3	2	1	ecoville
2362000	266	3	5	4	3	ecoville
1290000	179	4	4	3	2	ecoville
1109100	168	4	5	3	2	ecoville
498414	68	2	2	1	1	ecoville
619900	145	2	3	2	1	ecoville
780000	134.36	3	NA	2	1	ecoville
510000	88.59	3	NA	2	1	ecoville
474000	90	3	2	1	1	ecoville
1050000	197	4	2	3	2	ecoville
1350000	214	3	NA	3	3	ecoville
1350000	189	4	NA	3	2	ecoville
821000	126	3	NA	2	1	ecoville
1300000	214	4	NA	3	2	ecoville
1450000	214	4	NA	3	3	ecoville
2360000	266	4	NA	4	3	ecoville
848643	126	3	3	2	1	ecoville
2362000	266	3	5	4	3	ecoville
545287	113	3	3	2	1	ecoville
643000	113	3	4	2	1	ecoville
831569	126	3	3	2	1	ecoville
660000	107	3	3	2	1	ecoville
643000	113	3	4	2	1	ecoville
799900	137	3	3	2	1	ecoville
706315	115	3	3	2	1	ecoville
1232000	174	3	5	3	3	ecoville
1232000	174	3	5	3	3	ecoville
664900	167	3	3	2	1	ecoville
699000	131	4	4	2	1	ecoville
848643	126	3	3	2	1	ecoville
642000	113	3	2	2	1	ecoville
760000	160	3	3	2	1	ecoville
498414	68	2	2	1	1	ecoville
2251350	261	4	6	4	4	ecoville
848643	126	3	3	2	1	ecoville
1232000	174	3	5	3	3	ecoville
575000	115	4	3	2	1	ecoville
799900	137	3	3	2	1	ecoville
699000	131	4	4	2	1	ecoville
1480000	174	3	5	3	3	ecoville
825000	168	3	3	2	1	ecoville
760000	160	3	3	2	1	ecoville
1250000	186	3	2	3	3	ecoville
699000	131	4	4	2	1	ecoville
2362000	266	3	5	4	3	ecoville
245000	59	2	2	1	1	ecoville
831569	126	3	3	2	1	ecoville
1109100	168	4	5	3	2	ecoville
312044	41	1	1	1	NA	ecoville
500000	126	3	NA	1	1	ecoville
720000	150	3	3	2	1	ecoville
1290000	198	4	4	3	3	ecoville
1525000	212	3	NA	3	3	ecoville
1450000	174	3	5	3	3	ecoville
660000	106	3	1	2	1	ecoville
750000	140	4	4	2	1	ecoville
1295000	210	2	1	3	2	ecoville
1790000	328	4	1	4	NA	ecoville
1090000	171	4	4	2	2	ecoville
345000	70	3	2	1	1	ecoville
1780000	266	4	4	3	2	ecoville
206000	60	3	1	1	NA	ecoville
1600000	256	4	5	4	4	ecoville
980000	200	3	3	2	1	ecoville
310196	74.2	2	1	NA	NA	ecoville
2000000	263	3	5	4	3	ecoville
790000	142	3	4	2	NA	ecoville
3450000	458	4	1	4	4	ecoville
2100000	230	4	5	3	3	ecoville
2300000	341	3	NA	4	2	ecoville
748889	122	3	3	2	1	ecoville
600000	123	3	3	2	1	ecoville
365000	60	2	1	1	NA	ecoville
3500000	480	4	NA	4	4	ecoville
1850000	228.37	3	NA	3	3	ecoville
640000	106.76	3	2	2	1	ecoville
1560000	265	3	4	3	2	ecoville
1600000	240	5	5	4	3	ecoville
900000	124	4	2	2	1	ecoville
3500000	480	5	7	5	4	ecoville
1350000	194.97	4	NA	3	2	ecoville
1650000	204	4	NA	4	3	ecoville
870000	182.5	4	NA	2	NA	ecoville
1300000	195	4	NA	NA	2	ecoville
1385900	163	3	NA	NA	3	ecoville
385600	100	2	2	2	1	ecoville
839102	126	4	3	2	1	ecoville
1394737	159	3	5	3	3	ecoville
355000	71	2	2	1	1	ecoville
558347	90.75	3	3	2	1	ecoville
1249000	183	4	4	3	2	ecoville
674376	157	3	3	2	1	ecoville
2750000	372	4	6	5	4	ecoville
455940	105	3	2	2	1	ecoville
1349900	189	4	4	2	2	ecoville
2493000	261	4	1	4	4	ecoville
963579	126	3	NA	2	1	ecoville
568662	90.75	3	3	2	1	ecoville
750000	113.44	3	3	2	1	ecoville
1190000	214	4	6	3	4	ecoville
609668	90.75	3	3	2	1	ecoville
335000	70	3	1	1	NA	ecoville
320000	60	2	2	1	1	ecoville
1180000	189.43	4	NA	2	NA	ecoville
609668	90.75	3	3	2	1	ecoville
560000	90	3	3	2	1	ecoville
440000	100.9	3	NA	2	NA	ecoville
673702	166	4	1	1	NA	ecoville
586865	90.75	3	3	2	1	ecoville
420000	83	3	1	1	1	ecoville
440000	88	3	2	1	1	ecoville
425000	95.15	3	2	1	1	ecoville
590875	90.75	3	3	2	1	ecoville
1090000	183	4	NA	3	2	ecoville
490000	100.9	3	NA	2	NA	ecoville
1550000	204	3	5	4	3	ecoville
1200000	215	4	5	3	2	ecoville
2251350	260	5	6	4	4	ecoville
1650000	228	3	5	3	3	ecoville
370000	84	2	2	2	2	ecoville
412000	69.36	2	NA	1	NA	ecoville
359000	70	3	1	1	1	ecoville
1200000	189.43	4	NA	2	NA	ecoville
830000	141	4	4	3	1	ecoville
558347	90.75	3	3	2	1	ecoville
456000	88	3	2	1	1	ecoville
754371	113.8	3	NA	2	1	ecoville
699389	113.8	3	NA	2	1	ecoville
306044	41	1	1	1	NA	ecoville
1389667	174	4	6	3	2	ecoville
1350000	189	4	3	1	2	ecoville
1833639	235	4	7	4	2	ecoville
1820104	235	4	5	4	2	ecoville
1190000	140	3	3	4	1	ecoville
1768462	235	4	5	4	2	ecoville
1400000	178	2	4	3	2	ecoville
1040000	169	3	4	3	3	ecoville
1650000	223	3	5	4	3	ecoville
320000	70	2	2	1	1	ecoville
895000	166	3	4	3	3	ecoville
227000	68.92	3	NA	1	NA	ecoville
1135000	226	3	5	5	3	ecoville
3200000	414	4	7	5	4	ecoville
1490000	258	4	2	3	3	ecoville
1059900	163	3	5	2	3	ecoville
1400000	175	3	5	3	3	ecoville
1799900	276	4	4	3	2	ecoville
536400	81	3	2	2	1	ecoville
330000	69	2	2	1	1	ecoville
355000	66	3	2	1	1	ecoville
414868	69	2	2	1	1	ecoville
565000	113	3	3	2	1	ecoville
542000	113	3	3	2	1	ecoville
350000	65	3	2	1	1	ecoville
1100000	189	4	NA	2	3	ecoville
1301300	169	4	1	3	2	ecoville
1213364	180	4	1	2	2	ecoville
250000	60	3	1	1	NA	ecoville
1998005	299	4	1	4	2	ecoville
690000	158	4	3	2	1	batel
721020	76.43	2	2	1	1	batel
305970	34.65	1	1	NA	NA	batel
480000	124	3	3	1	1	batel
307470	36.3	1	1	NA	1	batel
2300000	190	3	4	3	2	batel
852000	154	4	4	2	1	batel
1780000	325	4	5	3	2	batel
430000	150	3	3	1	1	batel
678000	176	3	1	2	1	batel
650000	168	3	3	2	1	batel
1800000	315	2	NA	2	2	batel
4950000	380	4	1	4	4	batel
795000	134	3	2	2	1	batel
1650000	347	5	3	3	2	batel
460700	67.06	1	1	NA	1	batel
3500000	344	4	7	5	4	batel
1300000	226	3	2	2	1	batel
398000	150.6	3	3	1	1	batel
2420000	240	4	5	4	2	batel
1600000	229	3	2	2	1	batel
2300000	480	4	6	2	2	batel
1100000	196	3	2	2	1	batel
3500000	355	4	7	4	4	batel
1100000	220.41	4	4	3	2	batel
2650000	449	5	8	5	5	batel
780000	132	3	1	2	1	batel
1600000	286	4	1	3	2	batel
1650000	347	5	3	3	2	batel
790000	142.14	4	3	2	1	batel
1100000	83	2	3	1	2	batel
306610	35.27	1	1	NA	NA	batel
1190000	195	3	4	2	3	batel
1100000	180	4	5	2	3	batel
945000	238	4	1	2	1	batel
3500000	354	4	6	4	4	batel
1750000	290	3	4	3	1	batel
1900000	329	NA	6	4	4	batel
2100000	420	4	7	4	4	batel
1700000	194	3	NA	2	3	batel
517100	46	1	1	NA	1	batel
993400	82	2	NA	2	2	batel
1300000	227	3	2	2	1	batel
910000	146	3	3	2	1	batel
1650000	347	5	3	3	2	batel
840000	154.44	4	3	2	1	batel
530000	103.94	2	3	2	1	batel
995000	162.11	4	4	2	2	batel
749500	65	1	1	NA	1	batel
350000	97	3	3	1	1	batel
970000	133	4	5	2	2	batel
550000	120	3	4	1	1	batel
740000	151	3	2	2	1	batel
1150000	168	3	NA	2	3	batel
660000	134	3	3	1	1	batel
1165000	133	4	5	3	2	batel
995000	164	3	3	2	1	batel
900000	179.05	3	5	2	1	batel
850000	312	3	4	2	1	batel
530000	101	3	2	1	1	batel
375000	66	2	2	1	1	batel
550000	76	3	1	2	1	batel
1129500	117	1	NA	NA	1	batel
1001400	120	2	4	1	2	batel
1850000	614	4	4	5	4	batel
1400000	299	4	2	3	2	batel
750000	254	4	1	2	1	batel
700000	151	3	4	2	1	batel
1600000	412	3	NA	3	3	batel
1200000	341	4	NA	2	2	batel
319000	47	1	NA	1	1	batel
1500000	261	4	1	3	4	batel
4890000	398	4	2	4	4	batel
1350000	240	3	4	3	3	batel
650000	158	4	NA	2	1	batel
735000	96	3	3	2	1	batel
920000	160	2	4	2	1	batel
800000	296	4	NA	NA	1	batel
3300000	857	4	NA	4	4	batel
1060000	226	3	3	3	3	batel
530000	91	3	NA	1	1	batel
1300000	245	4	4	2	1	batel
630000	149	3	NA	1	NA	batel
382000	59	2	2	1	1	batel
650000	147	3	4	1	1	batel
1650000	435	3	NA	3	1	batel
850000	337	4	NA	3	1	batel
490000	95	2	3	1	2	batel
2500000	449	4	5	5	4	batel
597000	132	4	1	1	1	batel
1800000	208	3	5	4	3	batel
700000	99	3	3	2	1	batel
390000	63	2	2	1	1	batel
2999900	235	3	3	2	3	batel
1750000	483	4	NA	3	4	batel
749500	65	1	1	NA	1	batel
3100000	470	4	6	4	4	batel
440000	134	3	1	1	1	batel
1190000	150	3	6	2	3	batel
5424000	398	4	7	4	4	batel
980000	146	3	4	2	1	batel
755250	96	3	3	2	1	batel
990000	215	4	2	3	2	batel
1900000	240	4	6	2	4	batel
1050000	197	4	5	2	2	batel
330000	107	3	2	1	1	batel
850000	132	3	4	2	1	batel
1400000	250	3	4	3	1	batel
755210	96	3	3	2	1	batel
755200	96	3	3	2	1	batel
470000	77	3	2	2	1	batel
2090000	235	4	1	4	2	batel
1650000	346	5	2	3	2	batel
1600000	285	4	5	3	2	batel
750000	200	3	3	2	2	batel
5399900	398	4	4	2	4	batel
