#------------------------------------------------------------------------------------------
# dados metereológicos da estação da Embrapa Agropecuária Oeste, Dourados - MS
# temp - Temperatura média(ºC)
# tmax - temperatura máxima(ºC)
# htmax - Hora da temperatura máxima
# tmin - Temperatura mínima(ºC)
# htmin - Hora da temperatura mínima
# urel - Umidade relativa(%)
# urmax - Umidade relativa máxima(%)
# hurma - Hora umidade relativa máxima
# urmin - Umidade relativa mínima(%)
# hurmin - Hora umidade relativa mínima
# vento2 - Velocidade do vento a 2 m(m/s)
# precipt- Chuva(mm)
# dpv - Direção predominante do vento
#------------------------------------------------------------------------------------------
DATA	TEMP	TMAX	HTMAX	TMIN	HTMIN	UREL	URMAX	HURMA	URMIN	HURMIN	VENTO2	PRECIPT	RADIA	DPV
2011-09-01	16.2	26.8	1504	6.8	440	48	72	435	18	1545	1.21	0.0	12.3	SE
2011-09-02	18.4	27.8	1456	10.6	429	43	70	611	13	1502	1.23	0.0	10.4	E
2011-09-03	20.3	29.8	1510	11.5	605	48	76	619	23	1442	1.60	0.0	10.2	E
2011-09-04	26.9	36.5	1302	18.0	603	36	58	608	17	1302	2.06	0.0	9.6	NE
2011-09-05	26.6	34.2	1118	19.8	459	47	81	2323	29	1332	1.62	0.0	5.9	S
2011-09-06	23.1	31.6	1419	18.2	603	73	93	2341	40	1304	1.02	0.0	7.1	S
2011-09-07	24.5	34.1	1351	17.6	449	68	95	502	32	1424	0.77	0.0	8.4	SE
2011-09-08	22.2	29.6	1045	16.7	2337	74	97	2357	37	1030	2.15	22.6	6.2	S
2011-09-09	16.3	20.2	1501	13.4	2348	89	98	307	65	1520	1.20	8.2	2.6	S
2011-09-10	17.3	24.6	1454	9.9	615	85	100	736	56	1418	0.57	0.4	9.3	SE
2011-09-11	20.5	28.1	1426	13.0	2343	56	94	234	18	1431	1.27	0.0	12.0	S
2011-09-12	20.7	31.2	1615	9.8	534	51	92	539	16	1445	0.60	0.0	11.7	SE
2011-09-13	22.7	31.8	1446	13.8	550	50	85	546	19	1540	0.48	0.0	11.3	SE
2011-09-14	21.9	31.3	1424	12.4	601	51	89	607	22	1405	0.88	0.0	11.6	SE
2011-09-15	21.9	30.2	1519	14.3	553	64	88	554	38	1520	1.27	0.0	11.4	E
2011-09-16	25.7	33.1	1322	19.0	357	56	81	600	31	1324	1.96	0.0	11.0	E
2011-09-17	26.5	34.0	1446	20.7	604	45	77	2357	25	1450	2.32	0.0	10.9	NE
2011-09-18	22.0	26.0	1225	19.1	505	69	87	504	47	1357	1.08	0.0	4.3	SE
2011-09-19	24.8	32.5	1440	17.9	449	54	88	620	25	1322	1.01	0.0	9.8	NE
2011-09-20	21.5	27.1	1300	17.3	2340	78	93	432	55	1301	2.19	0.0	8.9	SW
2011-09-21	20.9	29.1	1521	14.4	543	52	89	547	17	1442	1.14	0.0	11.8	S
2011-09-22	24.0	33.4	1439	13.8	440	46	67	618	27	958	0.59	0.0	11.0	NE
2011-09-23	20.0	25.0	21	16.8	2358	85	98	2320	50	630	1.56	27.8	0.9	S
2011-09-24	19.2	25.6	1516	14.8	2359	73	99	414	34	1518	1.09	0.0	12.6	S
2011-09-25	19.4	26.8	1522	13.4	411	63	89	544	34	1511	0.98	0.0	12.6	E
2011-09-26	20.5	29.2	1429	13.1	533	60	88	556	29	1516	0.86	0.0	12.5	SE
2011-09-27	23.3	33.5	1624	13.4	522	54	85	259	20	1623	0.58	0.0	12.4	SE
2011-09-28	25.3	34.2	1508	15.8	542	50	78	545	24	1554	0.84	0.0	12.3	E
2011-09-29	27.3	36.1	1512	19.6	359	42	62	353	20	1535	0.90	0.0	12.1	E
2011-09-30	28.1	36.2	1452	19.3	444	45	77	625	20	1609	0.94	0.0	11.2	E
2011-10-01	24.2	34.2	1213	18.0	2231	63	97	2251	28	1206	2.40	7.8	5.1	SE
