experimento	semente	inseticida	tratamento	repeticao	estande	producao
2008E99011	AG9010YG	SEM INS	2	5	72222	8506.21
2008E99011	AG9010YG	SEM INS	2	4	71111	8581.74
2008E99011	AG9010YG	SEM INS	2	3	70000	9885.06
2008E99012	DKB330	COM INS	3	5	72222	9831.72
2008E99012	DKB330	COM INS	3	2	71111	9300
2008E99012	DKB330	COM INS	3	3	70000	10087.1
2008E99012	DKB330	COM INS	3	4	72222	9685.82
2008E99012	DKB330	COM INS	3	1	72222	9993.21
2008E99012	DKB330	SEM INS	4	2	71111	8414.56
2008E99012	DKB330	SEM INS	4	4	70000	8842.32
2008E99012	DKB330	SEM INS	4	3	71111	9484.04
2008E99012	DKB330	SEM INS	4	1	70000	8684.55
2008E99012	DKB330	SEM INS	4	5	71111	9341
2008E99012	DKB330YG	COM INS	1	1	72222	11070.8
2008E99012	DKB330YG	COM INS	1	3	70000	10518.77
2008E99012	DKB330YG	COM INS	1	4	71111	10678.93
2008E99012	DKB330YG	COM INS	1	2	72222	10056.99
2008E99012	DKB330YG	COM INS	1	5	72222	11669.31
2008E99012	DKB330YG	SEM INS	2	2	72222	9588.97
2008E99012	DKB330YG	SEM INS	2	3	70000	10830.14
2008E99012	DKB330YG	SEM INS	2	4	70000	10043.42
2008E99012	DKB330YG	SEM INS	2	1	72222	10661.07
2008E99012	DKB330YG	SEM INS	2	5	72222	10593.87
2008E99013	DKB390	COM INS	3	3	72222	10609.51
2008E99013	DKB390	COM INS	3	4	72222	10895.49
2008E99013	DKB390	COM INS	3	2	70000	10281.42
2008E99013	DKB390	COM INS	3	5	71111	10324.39
2008E99013	DKB390	COM INS	3	1	70000	11996.68
2008E99013	DKB390	SEM INS	4	3	71111	11360.03
2008E99013	DKB390	SEM INS	4	4	72222	10101.07
2008E99013	DKB390	SEM INS	4	2	70000	9476.48
2008E99013	DKB390	SEM INS	4	1	71111	10879.18
2008E99013	DKB390	SEM INS	4	5	72222	9855.43
2008E99013	DKB390YG	COM INS	1	1	72222	12265.26
2008E99013	DKB390YG	COM INS	1	4	70000	11236.02
2008E99013	DKB390YG	COM INS	1	5	71111	10884.37
2008E99013	DKB390YG	COM INS	1	3	72222	11164.47
2008E99013	DKB390YG	COM INS	1	2	71111	11167.93
2008E99013	DKB390YG	SEM INS	2	3	70000	12719.08
2008E99013	DKB390YG	SEM INS	2	2	71111	11698.08
2008E99013	DKB390YG	SEM INS	2	1	71111	11155.17
2008E99013	DKB390YG	SEM INS	2	4	72222	11497.89
2008E99013	DKB390YG	SEM INS	2	5	72222	11276.37
2008E99014	AG8088	COM INS	3	2	70000	10539.05
2008E99014	AG8088	COM INS	3	4	68889	10572.92
2008E99014	AG8088	COM INS	3	5	70000	9759.4
2008E99014	AG8088	COM INS	3	1	70000	10448.53
2008E99014	AG8088	COM INS	3	3	72222	9825.56
2008E99014	AG8088	SEM INS	4	3	71111	10031.29
2008E99014	AG8088	SEM INS	4	5	71111	9884.04
2008E99014	AG8088	SEM INS	4	4	70000	10074.2
2008E99014	AG8088	SEM INS	4	2	70000	10091.6
2008E99014	AG8088	SEM INS	4	1	68889	10942.53
2008E99014	AG8088YG	COM INS	1	2	72222	12062.71
2008E99014	AG8088YG	COM INS	1	3	70000	11559.39
2008E99014	AG8088YG	COM INS	1	4	68889	11150.8
2008E99014	AG8088YG	COM INS	1	5	68889	11165.26
2008E99014	AG8088YG	COM INS	1	1	71111	11735.07
2008E99014	AG8088YG	SEM INS	2	3	70000	11431.03
2008E99014	AG8088YG	SEM INS	2	2	67778	11807.92
2008E99014	AG8088YG	SEM INS	2	1	68889	10465.59
2008E99014	AG8088YG	SEM INS	2	4	72222	10729.12
2008E99014	AG8088YG	SEM INS	2	5	70000	10872.44
2008E99015	AG9010	COM INS	3	2	70000	8441.17
2008E99015	AG9010	COM INS	3	1	72222	8378.99
2008E99015	AG9010	COM INS	3	5	70000	7593.1
2008E99015	AG9010	COM INS	3	3	72222	8771.92
2008E99015	AG9010	COM INS	3	4	72222	8565.13
2008E99015	AG9010	SEM INS	4	1	71111	8685.77
2008E99015	AG9010	SEM INS	4	5	70000	9252.49
2008E99015	AG9010	SEM INS	4	2	71111	8101.94
2008E99015	AG9010	SEM INS	4	3	72222	9652.11
2008E99015	AG9010	SEM INS	4	4	72222	9176.21
2008E99015	AG9010YG	COM INS	1	5	70000	8050
2008E99015	AG9010YG	COM INS	1	1	70000	7777.78
2008E99015	AG9010YG	COM INS	1	4	72222	7903.45
2008E99015	AG9010YG	COM INS	1	3	72222	7793.46
2008E99015	AG9010YG	COM INS	1	2	71111	8294.25
2008E99015	AG9010YG	SEM INS	2	2	71111	7854.13
2008E99015	AG9010YG	SEM INS	2	3	71111	7413.64
2008E99015	AG9010YG	SEM INS	2	5	70000	7832.95
2008E99015	AG9010YG	SEM INS	2	1	70000	7411.49
2008E99015	AG9010YG	SEM INS	2	4	70000	7225.16
2008E99016	DKB330	COM INS	3	1	70000	11697.89
2008E99016	DKB330	COM INS	3	5	72222	10914.75
2008E99016	DKB330	COM INS	3	2	71111	10349.94
2008E99016	DKB330	COM INS	3	4	70000	11808.24
2008E99016	DKB330	COM INS	3	3	70000	10494.1
2008E99016	DKB330	SEM INS	4	3	72222	11819.04
2008E99016	DKB330	SEM INS	4	2	72222	12199.23
2008E99016	DKB330	SEM INS	4	1	70000	11606.64
2008E99016	DKB330	SEM INS	4	5	70000	11458.75
2008E99016	DKB330	SEM INS	4	4	68889	11178.74
2008E99016	DKB330YG	COM INS	1	2	72222	12813.54
2008E99016	DKB330YG	COM INS	1	5	71111	11967.94
2008E99016	DKB330YG	COM INS	1	1	70000	12469.03
2008E99016	DKB330YG	COM INS	1	3	68889	12723.5
2008E99016	DKB330YG	COM INS	1	4	71111	11758.57
2008E99016	DKB330YG	SEM INS	2	5	72222	11934.74
2008E99016	DKB330YG	SEM INS	2	3	70000	11549.54
2008E99016	DKB330YG	SEM INS	2	4	71111	10644.41
2008E99016	DKB330YG	SEM INS	2	1	72222	11342.5
2008E99016	DKB330YG	SEM INS	2	2	71111	11743.33
2008E99017	DKB390	COM INS	3	5	68889	10482.76
2008E99017	DKB390	COM INS	3	1	70000	9280.27
2008E99017	DKB390	COM INS	3	4	70000	9502.12
2008E99017	DKB390	COM INS	3	3	71111	9600.7
2008E99017	DKB390	COM INS	3	2	71111	9936.14
2008E99017	DKB390	SEM INS	4	5	70000	10142.15
2008E99017	DKB390	SEM INS	4	3	71111	9282.25
2008E99017	DKB390	SEM INS	4	1	71111	10120
2008E99017	DKB390	SEM INS	4	4	71111	9746.68
2008E99017	DKB390	SEM INS	4	2	70000	9155.49
2008E99017	DKB390YG	COM INS	1	1	71111	13574.07
2008E99017	DKB390YG	COM INS	1	2	71111	12810.34
2008E99017	DKB390YG	COM INS	1	5	72222	12480.97
2008E99017	DKB390YG	COM INS	1	4	72222	12799
2008E99017	DKB390YG	COM INS	1	3	71111	13441.63
2008E99017	DKB390YG	SEM INS	2	3	71111	11671.65
2008E99017	DKB390YG	SEM INS	2	5	71111	11909.07
2008E99017	DKB390YG	SEM INS	2	4	70000	13452.87
2008E99017	DKB390YG	SEM INS	2	1	70000	11574.07
2008E99017	DKB390YG	SEM INS	2	2	71111	13320.56
2008F01005	AG8088	COM INS	1	4	65785	10182
2008F01005	AG8088	COM INS	1	3	60522	9226
2008F01005	AG8088	COM INS	1	2	60522	10381
2008F01005	AG8088	COM INS	1	1	63154	10489
2008F01005	AG8088	COM INS	1	5	63154	9257
2008F01005	AG8088	SEM INS	2	4	63154	8966
2008F01005	AG8088	SEM INS	2	1	61838	8705
2008F01005	AG8088	SEM INS	2	3	63154	9072
2008F01005	AG8088	SEM INS	2	2	60522	9710
2008F01005	AG8088	SEM INS	2	5	61838	8460
2008F01005	AG8088YG	COM INS	3	3	61838	8771
2008F01005	AG8088YG	COM INS	3	2	60522	9236
2008F01005	AG8088YG	COM INS	3	1	64469	8184
2008F01005	AG8088YG	COM INS	3	5	60522	9305
2008F01005	AG8088YG	COM INS	3	4	63154	9070
2008F01005	AG8088YG	SEM INS	4	1	61838	9865
2008F01005	AG8088YG	SEM INS	4	3	60522	8814
2008F01005	AG8088YG	SEM INS	4	4	60522	8282
2008F01005	AG8088YG	SEM INS	4	2	63154	10305
2008F01005	AG8088YG	SEM INS	4	5	60522	8541

