## Dados de responsabilidade de Grasiela Bruzamarello Tognon
## (http://lattes.cnpq.br/2911532137112895), acadêmica de pós graduação
## em produção vegetal, UFPR.
##
## O experimento avaliou o efeito de soluções (trat) para ?conservação
## das estacas e foi repetido nas 4 estações do ano (est).
## 
## As respostas avaliadas foram medidas de características de coloração
## das estacas (L, a, b, E), o peso e a classificação quanto à
## viabilidade comercial (nota de 1 à 3). Foram consideradas 10 estacas
## (unidades experimentais, UE) para cada nível solução em cada
## estação. O registro das respostas foi feito ao longo do tempo (dias,
## medidas repetidas nas memas UE)
## 
## trat = {
##   1: Controle,
##   2: Ácido citrico (100 ml^{-1}),
##   3: Metabissulfito de sódio (10 mM),
##   4: Ácido cítrico + Sacarose (4%),
##   5: Metabissulfito de sódio + Sacarose (4%)
## }
## 
## L: define a luminosidade (L = 0: preto e L = 100: branco).
## 
## a e b: associam-se a cromaticidade, (“+a”, vermelho, “-a”, verde e
## “+b”, amarelo, “-b”, azul).
## 
## E: delta E, coloração como um todo.
## 
## peso: hastes pesadas em cada dia de avaliação por meio de balança
## analítica de precisão (gramas).
## 
## escala: escala de classificação de viabilidade:  
## 1) Cladódios verdes brilhantes sem manchas escuras (oxidação) ao
##    longo da haste. Hastes túrgidas. VIÁVEIS.
## 2) Cladódios verdes brilhantes com manchas escuras (oxidação) somente
##    na porção basal da haste. Hastes túrgidas e sem danos. VIÁVEIS.
## 3) Cladódios apresentando manchas escuras (oxidação) na porção
##    mediana e/ou apical da haste. Hastes secas (com aspecto
##    quebradiço). DESCARTE.
##
est	dias	trat	rept	L	a	b	AE	peso	escala
verão	7	1	6	43.03	-11.99	18.65	30.51	8.85	2
verão	7	1	7	47.99	-11.65	19.91	34.31	7.47	1
verão	7	1	8	42.30	-0.40	15.29	24.38	7.60	3
verão	7	1	9	46.67	-12.67	21.70	35.05	11.16	2
verão	7	1	10	46.68	-4.67	19.67	31.15	9.30	3
verão	7	2	1	41.08	-10.17	17.53	27.82	18.19	2
verão	7	2	2	48.23	-12.28	23.96	37.41	6.85	1
verão	7	2	3	39.68	-1.18	13.91	21.67	17.31	3
verão	7	2	4	41.97	-10.27	19.91	30.06	16.05	3
verão	7	2	5	41.69	-12.85	18.42	30.01	10.44	2
verão	7	2	6	42.45	-10.30	15.68	27.45	36.54	2
verão	7	2	7	42.42	-14.65	23.58	34.89	15.21	1
verão	7	2	8	40.22	-13.19	21.12	31.33	13.90	2
verão	7	2	9	44.67	-10.63	21.10	32.61	13.14	3
verão	7	2	10	43.17	-13.16	20.59	32.46	7.50	1
verão	7	3	1	43.22	-13.04	22.45	33.75	23.30	2
verão	7	3	2	49.69	-8.41	19.59	30.16	16.43	3
verão	7	3	3	49.52	-10.04	23.41	37.07	15.72	3
verão	7	3	4	43.56	-11.37	19.66	31.25	9.83	2
verão	7	3	5	45.84	-9.43	20.77	32.67	25.62	2
verão	7	3	6	41.89	-14.31	24.29	35.01	9.44	2
verão	7	3	7	46.51	-10.56	22.49	34.68	7.54	3
verão	7	3	8	50.33	-11.09	25.73	39.53	11.18	2
verão	7	3	9	42.32	-11.39	20.42	31.09	10.77	2
verão	7	3	10	51.31	-10.51	23.89	38.74	21.42	3
verão	7	4	1	40.35	-12.46	20.00	30.23	7.95	2
verão	7	4	2	39.56	-9.75	14.84	24.91	23.84	2
verão	7	4	3	42.31	-12.32	20.92	31.84	9.43	2
verão	7	4	4	44.34	-12.34	21.01	33.05	17.83	1
verão	7	4	5	44.85	-13.16	22.51	34.74	19.05	1
verão	7	4	6	42.40	-14.86	23.44	34.88	13.38	2
verão	7	4	7	49.13	-10.03	18.82	33.82	14.47	1
verão	7	4	8	41.95	-12.94	20.91	31.93	9.62	1
verão	7	4	9	40.17	-10.76	18.06	27.95	22.57	3
verão	7	4	10	42.22	-14.03	21.36	32.90	11.44	2
verão	7	5	1	40.57	-7.64	10.67	21.99	14.75	2
verão	7	5	2	49.82	-13.31	23.57	38.53	8.07	2
verão	7	5	3	39.50	-11.57	17.13	27.32	20.89	2
verão	7	5	4	38.73	-9.03	12.81	22.75	15.28	1
verão	7	5	5	49.30	-8.89	15.20	31.44	18.16	2
verão	7	5	6	39.86	-11.45	16.94	27.32	16.70	2
verão	7	5	7	40.30	-12.75	20.10	30.41	11.95	1
verão	7	5	8	48.92	-6.64	18.42	29.56	15.26	3
verão	7	5	9	42.50	-10.42	17.66	28.84	11.25	2
verão	7	5	10	40.65	-12.27	18.12	28.96	22.46	2
verão	9	1	1	45.54	-2.01	13.63	25.90	8.49	3
verão	9	1	2	44.06	-2.93	16.72	26.96	12.78	3
verão	9	1	3	40.07	-0.27	14.90	22.56	24.36	3
verão	9	1	4	49.24	-9.76	22.19	35.96	15.21	3
verão	9	1	5	43.39	-12.25	19.06	31.12	12.03	3
verão	9	1	6	49.31	-9.21	21.96	35.68	8.66	2
verão	9	1	7	48.18	-11.75	18.52	33.61	7.77	1
verão	9	1	8	41.27	-0.57	15.73	24.01	8.58	3
verão	9	1	9	45.51	-11.81	18.35	31.76	11.34	2
verão	9	1	10	46.90	-3.10	18.85	30.45	8.24	3
verão	9	2	1	46.39	-11.91	21.69	34.57	14.78	3
verão	9	2	2	42.11	-13.20	19.33	31.03	6.62	1
verão	9	2	3	46.00	-4.41	18.17	29.59	13.97	3
verão	9	2	4	50.62	-9.42	21.24	36.18	13.07	3
verão	9	2	5	42.49	-12.34	17.29	29.30	9.46	3
verão	9	2	6	49.15	-12.80	22.64	37.28	30.87	3
verão	9	2	7	41.31	-13.89	20.48	31.75	15.38	2
verão	9	2	8	46.34	-9.48	20.38	32.73	12.17	3
verão	9	2	9	51.42	-11.99	22.36	38.31	11.82	3
verão	9	2	10	45.31	-15.05	22.05	35.54	7.20	3
verão	9	3	1	42.35	-12.74	20.69	31.89	18.34	3
verão	9	3	2	37.60	-0.51	13.01	19.56	19.84	3
verão	9	3	3	45.96	-3.99	17.52	29.03	10.19	3
verão	9	3	4	50.20	-12.09	24.83	39.17	12.71	2
verão	9	3	5	46.35	-6.40	19.08	30.93	16.90	3
verão	9	3	6	44.03	-14.21	23.04	35.13	17.16	2
verão	9	3	7	49.09	-7.68	20.60	34.18	7.05	3
verão	9	3	8	47.73	-6.65	19.49	32.22	9.74	3
verão	9	3	9	43.29	-2.22	15.16	25.22	10.15	3
verão	9	3	10	44.42	-2.56	17.41	27.62	17.21	3
verão	9	4	1	43.12	-13.44	21.53	33.22	20.32	3
verão	9	4	2	45.16	-11.56	20.79	33.06	10.37	3
verão	9	4	3	44.82	-12.60	20.59	33.16	8.24	3
verão	9	4	4	40.93	-10.82	16.39	27.24	17.11	2
verão	9	4	5	45.24	-13.10	19.91	33.17	18.71	2
verão	9	4	6	47.45	-13.99	22.93	36.90	13.47	1
verão	9	4	7	46.61	-10.96	16.76	31.15	14.31	2
verão	9	4	8	41.05	-13.91	20.26	31.47	9.96	2
verão	9	4	9	46.11	-12.98	23.49	35.76	20.02	3
verão	9	4	10	46.67	-14.61	24.83	38.03	12.00	3
verão	9	5	1	45.83	-9.18	12.55	27.49	15.40	3
verão	9	5	2	46.49	-12.79	18.76	33.07	7.79	3
verão	9	5	3	32.82	-10.94	15.69	23.03	19.92	2
verão	9	5	4	38.84	-8.52	10.70	21.26	17.30	2
verão	9	5	5	50.09	-9.23	14.09	31.58	19.18	3
verão	9	5	6	39.64	-12.12	16.79	27.43	16.23	3
verão	9	5	7	40.31	-12.51	17.93	28.77	11.77	2
verão	9	5	8	50.90	-13.71	25.26	40.50	11.45	3
verão	9	5	9	41.69	-10.04	14.75	26.27	13.51	3
verão	9	5	10	46.41	-13.99	23.04	36.36	19.17	3
outono	1	1	1	39.30	-10.65	14.67	25.08	20.67	1
outono	1	1	2	38.14	-10.53	13.14	23.37	18.34	1
outono	1	1	3	41.87	-13.98	19.46	31.37	15.65	1
outono	1	1	4	36.07	-9.84	14.10	22.59	7.34	1
outono	1	1	5	41.15	-13.26	20.84	31.61	14.29	1
outono	1	1	6	42.62	-12.42	18.56	30.41	13.42	1
outono	1	1	7	41.17	-12.16	17.20	28.56	22.81	1
outono	1	1	8	35.52	-9.25	14.47	22.30	13.46	1
outono	1	1	9	43.48	-11.53	18.04	30.17	22.05	1
outono	1	1	10	34.41	-7.29	11.28	18.49	18.62	1
outono	1	2	1	35.62	-7.98	9.52	18.30	9.40	1
outono	1	2	2	41.20	-10.55	14.25	25.89	12.58	1
outono	1	2	3	39.28	-10.88	17.34	26.98	16.05	1
outono	1	2	4	41.01	-10.89	14.24	25.95	9.98	1
outono	1	2	5	36.11	-11.06	14.24	23.35	17.26	1
outono	1	2	6	36.10	-10.58	15.17	23.75	11.68	1
outono	1	2	7	39.37	-11.57	16.32	26.69	19.46	1
outono	1	2	8	37.49	-11.80	18.54	27.47	13.63	1
outono	1	2	9	33.25	-9.96	15.01	22.14	22.14	1
outono	1	2	10	35.67	-10.25	12.79	21.71	20.37	1
outono	1	3	1	36.67	-9.12	11.31	20.47	14.85	1
outono	1	3	2	40.00	-11.44	16.13	26.84	20.48	1
outono	1	3	3	35.70	-8.69	12.33	20.57	16.85	1
outono	1	3	4	33.01	-9.36	13.71	20.75	17.16	1
outono	1	3	5	38.33	-12.36	18.42	28.03	18.64	1
outono	1	3	6	21.36	-10.60	10.79	14.75	21.99	1
outono	1	3	7	43.12	-14.21	26.06	36.89	9.10	1
outono	1	3	8	36.11	-9.36	11.19	20.40	34.49	1
outono	1	3	9	38.94	-11.35	17.24	27.00	9.41	1
outono	1	3	10	38.40	-12.56	18.24	28.05	14.40	1
outono	1	4	1	38.74	-11.07	17.02	26.61	20.49	1
outono	1	4	2	37.94	-11.59	15.65	25.50	18.75	1
outono	1	4	3	37.18	-10.12	14.76	23.75	24.49	1
outono	1	4	4	38.98	-10.98	15.47	25.61	8.08	1
outono	1	4	5	38.53	-11.48	16.61	26.41	21.29	1
outono	1	4	6	38.30	-11.95	17.10	26.88	14.72	1
outono	1	4	7	36.46	-10.17	13.61	22.61	17.40	1
outono	1	4	8	36.80	-10.57	15.86	25.47	24.99	1
outono	1	4	9	37.23	-9.56	13.18	22.40	13.64	1
outono	1	4	10	36.84	-11.75	17.40	26.32	10.63	1
outono	1	5	1	37.72	-10.26	14.18	23.69	12.83	1
outono	1	5	2	36.96	-11.01	16.62	25.42	11.30	1
outono	1	5	3	40.71	-11.60	14.90	26.51	14.83	1
outono	1	5	4	37.44	-8.78	13.25	22.18	18.16	1
outono	1	5	5	35.98	-10.89	15.78	23.40	8.64	1
outono	1	5	6	39.22	-10.14	12.71	23.52	17.12	1
outono	1	5	7	38.41	-10.64	13.96	24.11	10.63	1
outono	1	5	8	40.94	-12.29	18.23	29.19	6.35	1
outono	1	5	9	33.56	-8.41	12.97	19.90	24.26	1
outono	1	5	10	40.09	-10.78	16.40	26.76	15.41	1
outono	3	1	1	43.74	-11.91	18.12	30.55	21.07	1
outono	3	1	2	39.72	-10.83	16.09	26.35	19.11	1
outono	3	1	3	41.77	-13.11	17.54	29.59	14.16	1
outono	3	1	4	33.76	-9.60	12.15	20.03	7.46	1
outono	3	1	5	37.76	-11.52	17.30	26.65	14.54	1
outono	3	1	6	40.75	-9.97	14.62	25.57	13.95	1
outono	3	1	7	33.32	-8.45	12.66	19.59	22.71	2
outono	3	1	8	34.59	-9.32	12.12	20.22	13.50	1
outono	3	1	9	40.76	-11.56	16.95	27.87	23.23	2
outono	3	1	10	37.25	-8.63	12.25	21.32	19.60	2
outono	3	2	1	34.74	-7.71	9.26	17.34	9.78	1
outono	3	2	2	40.51	-10.79	14.90	26.00	12.76	1
outono	3	2	3	36.91	-9.43	15.63	23.90	17.32	1
outono	3	2	4	39.53	-10.15	13.03	23.91	9.81	1
outono	3	2	5	36.68	-11.31	15.07	24.33	18.36	1
outono	3	2	6	36.57	-10.13	14.22	23.07	12.44	1
outono	3	2	7	35.50	-10.21	12.75	21.57	20.34	1
outono	3	2	8	37.56	-11.51	16.47	25.85	14.56	1
outono	3	2	9	38.93	-11.04	16.89	26.60	23.29	1
outono	3	2	10	36.26	-10.56	15.25	23.83	21.25	1
outono	3	3	1	32.86	-8.13	10.29	17.50	15.38	2
outono	3	3	2	37.31	-11.42	16.78	25.91	21.81	2
outono	3	3	3	35.91	-7.93	10.76	19.24	17.49	2
outono	3	3	4	35.62	-9.82	14.20	22.40	18.02	1
outono	3	3	5	39.29	-11.58	17.53	17.49	20.28	2
outono	3	3	6	35.41	-9.28	11.81	20.38	24.61	2
outono	3	3	7	41.11	-14.04	22.44	33.13	9.68	1
outono	3	3	8	38.38	-11.21	14.58	24.81	37.68	2
outono	3	3	9	40.38	-11.53	16.79	27.54	10.10	1
outono	3	3	10	37.25	-11.47	16.12	25.43	15.50	1
outono	3	4	1	37.21	-9.67	13.99	23.00	21.75	1
outono	3	4	2	37.43	-10.34	14.80	24.01	19.67	1
outono	3	4	3	40.49	-12.28	18.17	28.91	25.31	2
outono	3	4	4	38.14	-10.02	12.85	22.91	8.46	1
outono	3	4	5	37.53	-11.45	17.24	26.36	22.49	1
outono	3	4	6	39.25	-13.49	20.02	30.21	15.97	2
outono	3	4	7	35.95	-9.73	12.90	21.63	18.15	1
outono	3	4	8	36.02	-9.64	14.05	22.44	27.40	1
outono	3	4	9	38.51	-9.75	13.20	23.22	14.36	1
outono	3	4	10	41.89	-11.35	18.73	29.63	11.70	2
outono	3	5	1	40.47	-10.52	14.11	25.33	13.60	1
outono	3	5	2	38.50	-10.66	16.25	25.74	12.37	1
outono	3	5	3	41.59	-11.66	16.23	27.92	15.53	1
outono	3	5	4	35.91	-8.12	12.27	20.36	19.24	1
outono	3	5	5	40.31	-12.65	18.95	29.54	9.17	1
outono	3	5	6	37.70	-9.50	12.32	22.06	18.65	1
outono	3	5	7	38.65	-10.83	14.14	24.46	11.14	1
outono	3	5	8	39.44	11.83	16.49	26.97	6.58	1
outono	3	5	9	41.56	-9.62	13.60	25.33	25.01	1
outono	3	5	10	38.38	-9.46	13.80	23.41	16.27	1
outono	5	1	1	38.39	-10.17	13.50	23.56	21.30	1
outono	5	1	2	37.23	-10.19	14.84	23.87	19.59	1
outono	5	1	3	42.26	-12.93	17.05	29.47	14.53	1
outono	5	1	4	37.54	-10.04	14.04	23.39	7.57	1
outono	5	1	5	38.95	-12.27	18.07	28.05	14.78	1
outono	5	1	6	36.73	-11.27	16.12	25.08	23.64	1
outono	5	1	7	37.11	-10.03	13.27	22.64	23.25	2
outono	5	1	8	37.93	-11.42	15.02	24.98	14.00	1
outono	5	1	9	42.29	-11.15	17.45	28.90	23.92	2
outono	5	1	10	35.81	-9.10	14.43	22.34	20.20	2
outono	5	2	1	34.66	-8.50	10.95	19.01	9.89	1
outono	5	2	2	40.22	-11.10	16.60	27.11	13.20	1
outono	5	2	3	38.56	-10.45	16.60	25.92	17.71	1
outono	5	2	4	38.93	-11.63	15.93	26.23	10.37	1
outono	5	2	5	38.82	-11.97	16.20	25.53	19.19	1
outono	5	2	6	39.38	-10.74	16.16	26.18	12.71	2
outono	5	2	7	35.15	-11.07	14.88	23.39	21.04	1
outono	5	2	8	41.29	-12.37	18.49	29.58	14.85	1
outono	5	2	9	38.81	-11.09	17.50	26.99	23.91	1
outono	5	2	10	38.38	-11.12	14.48	24.69	22.17	1
outono	5	3	1	34.56	-10.74	14.72	22.84	15.47	2
outono	5	3	2	37.81	-9.47	14.90	23.86	22.29	2
outono	5	3	3	39.50	-8.50	13.25	23.26	17.70	2
outono	5	3	4	39.84	-11.04	16.38	26.72	18.27	1
outono	5	3	5	39.24	-11.91	17.49	27.60	20.68	2
outono	5	3	6	37.96	-10.18	14.24	23.83	25.15	2
outono	5	3	7	38.90	-13.05	19.40	29.10	10.08	1
outono	5	3	8	36.76	-8.88	11.77	20.87	16.00	2
outono	5	3	9	36.32	-9.75	13.81	22.46	9.80	1
outono	5	3	10	37.70	-11.65	16.73	26.17	38.12	1
outono	5	4	1	38.38	-9.93	14.66	24.21	22.23	1
outono	5	4	2	38.60	-11.02	15.94	25.71	20.22	1
outono	5	4	3	38.60	-11.43	16.66	26.45	25.95	2
outono	5	4	4	39.48	-9.88	13.78	24.20	8.95	2
outono	5	4	5	39.47	-10.88	16.94	26.84	22.92	1
outono	5	4	6	37.33	-11.18	15.38	24.79	16.36	2
outono	5	4	7	36.45	-9.80	13.33	22.22	18.98	1
outono	5	4	8	34.21	-9.42	13.61	21.17	27.98	1
outono	5	4	9	38.45	-10.20	13.55	23.64	14.64	2
outono	5	4	10	43.65	-12.11	21.85	33.15	12.03	2
outono	5	5	1	37.12	-12.01	17.51	26.65	14.13	1
outono	5	5	2	36.73	-10.45	16.03	24.61	12.76	1
outono	5	5	3	41.62	-10.05	12.99	25.14	16.23	1
outono	5	5	4	37.06	-9.01	13.54	22.28	19.97	1
outono	5	5	5	39.51	-13.15	19.81	30.01	9.42	1
outono	5	5	6	39.56	-9.74	12.51	23.40	19.21	2
outono	5	5	7	41.37	-11.13	15.36	26.97	11.74	1
outono	5	5	8	39.78	-12.21	18.74	28.91	6.87	1
outono	5	5	9	37.95	-8.99	13.20	22.53	25.38	2
outono	5	5	10	37.68	-9.44	13.78	22.99	15.58	1
outono	7	1	1	38.07	-9.96	13.51	23.28	20.43	1
outono	7	1	2	37.49	-9.97	12.28	22.16	18.34	1
outono	7	1	3	38.40	-11.52	15.19	25.39	14.23	1
outono	7	1	4	35.71	-9.90	12.25	21.17	7.45	1
outono	7	1	5	42.07	-12.49	19.22	30.59	14.66	1
outono	7	1	6	38.43	-10.42	13.33	23.60	14.36	1
outono	7	1	7	36.80	-9.78	14.12	22.94	23.39	1
outono	7	1	8	37.46	-10.55	14.05	23.62	14.40	1
outono	7	1	9	40.10	-10.93	16.66	27.01	23.29	2
outono	7	1	10	40.47	-9.62	15.98	26.16	20.02	2
outono	7	2	1	38.94	-9.43	14.58	24.23	9.67	1
outono	7	2	2	35.51	-10.30	15.76	23.78	13.22	1
outono	7	2	3	39.41	-10.90	16.59	26.57	17.66	1
outono	7	2	4	39.82	-10.77	14.16	25.10	10.23	1
outono	7	2	5	39.10	-10.83	14.82	25.16	19.29	1
outono	7	2	6	39.36	-11.63	17.97	27.82	12.53	2
outono	7	2	7	40.26	-11.86	16.98	27.76	21.04	1
outono	7	2	8	40.23	-12.35	17.52	28.35	14.84	1
outono	7	2	9	39.83	-10.59	14.28	25.10	23.78	1
outono	7	2	10	42.51	-11.17	15.87	28.01	22.18	1
outono	7	3	1	37.26	-9.20	11.28	20.99	15.13	2
outono	7	3	2	42.47	-12.31	17.37	29.49	22.08	2
outono	7	3	3	34.43	-7.80	10.57	18.26	17.57	2
outono	7	3	4	38.78	-11.14	15.90	25.87	18.16	1
outono	7	3	5	33.39	-11.06	15.36	23.04	20.70	2
outono	7	3	6	33.27	-9.42	13.24	20.51	25.04	2
outono	7	3	7	38.96	-13.01	19.24	29.26	9.54	1
outono	7	3	8	39.69	-12.40	18.50	28.79	37.38	2
outono	7	3	9	41.73	-11.90	17.55	28.98	11.41	1
outono	7	3	10	36.35	-11.03	17.42	25.75	16.17	1
outono	7	4	1	38.02	-9.71	14.25	23.63	22.22	1
outono	7	4	2	37.58	-11.26	15.18	24.81	19.92	1
outono	7	4	3	40.67	-12.25	18.72	29.37	25.57	2
outono	7	4	4	38.72	-10.07	13.21	23.51	8.79	1
outono	7	4	5	39.26	-11.70	18.95	28.56	22.66	1
outono	7	4	6	38.27	-11.22	15.61	25.45	17.18	2
outono	7	4	7	35.93	-10.57	14.58	23.24	18.73	1
outono	7	4	8	35.52	-9.50	13.97	22.07	27.71	2
outono	7	4	9	40.78	-11.05	15.52	26.68	14.55	2
outono	7	4	10	44.13	-11.07	19.82	31.57	11.69	2
outono	7	5	1	41.95	-11.61	18.11	29.36	13.96	1
outono	7	5	2	37.99	-10.44	15.84	25.07	12.47	1
outono	7	5	3	35.72	-10.28	14.91	23.23	15.88	1
outono	7	5	4	35.43	-8.39	14.10	21.57	19.64	1
outono	7	5	5	42.12	-13.21	20.68	31.97	9.21	1
outono	7	5	6	37.50	-9.91	12.39	22.21	19.11	2
outono	7	5	7	37.97	-11.10	15.89	25.43	11.75	1
outono	7	5	8	37.13	-13.23	19.32	28.62	6.65	1
outono	7	5	9	39.16	-8.73	13.19	23.12	25.19	2
outono	7	5	10	38.47	-10.26	14.48	24.30	16.18	1
outono	9	1	1	39.24	-10.67	14.26	24.79	19.77	1
outono	9	1	2	39.97	-10.79	14.54	25.45	17.44	1
outono	9	1	3	38.86	-12.41	16.29	26.83	13.79	1
outono	9	1	4	37.38	-9.36	12.04	21.63	7.34	2
outono	9	1	5	40.00	-12.51	19.17	29.48	14.95	1
outono	9	1	6	41.49	-10.92	15.48	27.02	13.26	1
outono	9	1	7	41.06	-11.31	15.81	27.16	23.09	1
outono	9	1	8	39.87	-9.17	12.97	23.60	14.36	1
outono	9	1	9	41.75	-10.72	16.09	27.48	23.04	2
outono	9	1	10	37.29	-9.60	15.11	23.80	19.79	2
outono	9	2	1	35.49	-9.78	12.32	21.04	9.44	1
outono	9	2	2	44.66	-9.48	13.01	27.00	12.87	2
outono	9	2	3	39.46	-9.58	15.31	15.10	17.56	1
outono	9	2	4	39.93	-10.93	13.08	25.07	9.93	1
outono	9	2	5	38.88	-11.77	15.36	25.88	19.29	1
outono	9	2	6	38.69	-10.11	14.13	24.11	12.54	2
outono	9	2	7	39.18	-11.31	16.35	26.48	20.46	1
outono	9	2	8	38.57	-11.51	15.86	25.93	14.61	1
outono	9	2	9	43.55	-12.52	17.90	30.57	23.27	1
outono	9	2	10	40.04	-12.09	17.23	27.97	22.33	1
outono	9	3	1	40.52	-11.10	14.21	25.72	14.86	2
outono	9	3	2	40.82	-11.62	17.09	28.03	21.98	2
outono	9	3	3	35.21	-8.52	11.79	19.87	17.17	2
outono	9	3	4	39.46	-10.51	15.15	25.42	17.72	2
outono	9	3	5	39.45	-11.75	16.82	17.16	20.46	2
outono	9	3	6	37.54	-10.31	16.22	25.06	24.73	2
outono	9	3	7	40.14	-13.58	19.80	30.52	9.65	2
outono	9	3	8	37.50	-9.78	13.49	22.86	37.25	2
outono	9	3	9	40.11	-10.89	15.23	26.03	9.88	1
outono	9	3	10	37.75	-11.04	15.18	24.80	15.42	2
outono	9	4	1	39.33	-10.26	14.99	25.13	22.18	1
outono	9	4	2	38.91	-11.47	15.56	26.08	19.44	2
outono	9	4	3	36.75	-10.80	15.32	24.28	25.29	2
outono	9	4	4	37.33	-9.31	12.43	21.83	8.64	1
outono	9	4	5	37.75	-9.91	14.66	23.86	22.07	1
outono	9	4	6	22.96	-7.52	11.04	16.12	15.95	2
outono	9	4	7	38.41	-10.79	14.56	24.59	18.49	1
outono	9	4	8	39.12	-10.17	15.82	25.53	27.51	2
outono	9	4	9	38.84	-10.07	14.45	24.39	14.33	1
outono	9	4	10	43.37	-11.22	18.19	30.07	11.60	2
outono	9	5	1	37.48	-11.00	14.98	24.50	13.60	2
outono	9	5	2	39.97	-11.76	18.68	28.75	12.26	2
outono	9	5	3	41.04	-12.14	17.71	28.82	15.58	1
outono	9	5	4	36.67	-8.56	12.63	21.27	19.17	1
outono	9	5	5	41.09	-13.33	19.82	30.89	9.24	1
outono	9	5	6	36.40	-9.91	12.38	21.58	18.56	2
outono	9	5	7	41.24	-11.27	14.90	26.67	11.59	1
outono	9	5	8	37.63	-11.84	16.45	26.04	6.50	1
outono	9	5	9	42.06	-9.27	11.80	24.39	24.85	2
outono	9	5	10	40.07	-10.84	16.72	26.99	16.18	1
outono	11	1	1	33.82	-9.78	13.30	20.97	19.21	2
outono	11	1	2	37.59	-10.42	15.55	24.67	16.68	2
outono	11	1	3	45.92	-15.40	22.20	36.16	13.63	1
outono	11	1	4	38.07	-10.24	13.14	23.18	7.02	1
outono	11	1	5	43.16	-12.17	20.72	32.37	14.52	2
outono	11	1	6	37.85	-10.20	13.62	23.36	12.61	2
outono	11	1	7	35.71	-10.01	13.31	21.95	23.06	2
outono	11	1	8	40.00	-10.71	14.28	25.26	14.09	1
outono	11	1	9	42.29	-11.38	18.42	29.66	21.35	3
outono	11	1	10	33.73	-9.00	14.74	21.61	19.13	2
outono	11	2	1	36.39	-9.76	12.47	21.59	9.32	1
outono	11	2	2	44.29	-9.18	12.72	26.46	12.28	2
outono	11	2	3	40.64	-10.49	17.91	27.98	17.35	2
outono	11	2	4	42.09	-11.35	14.87	27.21	9.75	1
outono	11	2	5	39.91	-11.66	15.82	26.68	19.03	1
outono	11	2	6	38.27	-10.87	16.10	25.62	12.39	2
outono	11	2	7	39.45	-12.03	16.94	27.36	20.17	1
outono	11	2	8	40.15	-12.40	18.16	28.79	14.55	1
outono	11	2	9	40.97	-10.36	15.63	26.55	22.78	2
outono	11	2	10	41.40	-11.28	14.45	26.48	21.95	2
outono	11	3	1	35.37	-9.01	11.78	20.20	14.61	2
outono	11	3	2	44.74	-10.67	16.60	29.68	21.81	2
outono	11	3	3	39.62	-8.90	13.52	23.68	17.14	2
outono	11	3	4	36.39	-10.24	14.12	22.96	17.65	2
outono	11	3	5	44.35	-11.70	20.22	32.24	20.39	2
outono	11	3	6	36.70	-9.35	11.56	20.93	22.57	2
outono	11	3	7	41.14	-13.43	19.65	30.84	9.60	2
outono	11	3	8	36.58	-11.48	16.52	25.41	35.89	2
outono	11	3	9	42.54	-11.46	19.00	30.24	9.73	1
outono	11	3	10	34.37	-10.75	14.62	22.70	15.22	2
outono	11	4	1	38.28	-10.16	14.64	24.26	21.49	1
outono	11	4	2	39.49	-10.95	15.30	25.75	18.06	2
outono	11	4	3	39.35	-9.29	16.49	25.74	24.84	2
outono	11	4	4	37.17	-9.86	13.16	22.51	8.17	2
outono	11	4	5	41.62	-10.72	15.54	27.04	21.84	2
outono	11	4	6	34.69	-10.69	14.73	22.87	15.50	3
outono	11	4	7	39.93	-10.35	13.96	24.84	18.32	1
outono	11	4	8	37.22	-9.57	12.52	21.96	27.60	2
outono	11	4	9	38.84	-10.04	13.15	23.52	14.08	1
outono	11	4	10	43.79	-11.43	19.23	31.12	11.57	3
outono	11	5	1	44.17	-12.15	19.71	31.97	13.12	2
outono	11	5	2	38.25	-11.52	18.12	27.37	12.29	2
outono	11	5	3	41.67	-11.17	15.67	27.37	15.07	2
outono	11	5	4	33.54	-8.30	12.48	19.46	19.05	1
outono	11	5	5	43.18	-13.46	20.60	32.61	8.96	2
outono	11	5	6	37.39	-9.59	11.46	21.38	18.59	3
outono	11	5	7	42.46	-11.21	15.49	27.72	11.21	1
outono	11	5	8	40.79	-12.57	18.69	29.57	6.37	1
outono	11	5	9	41.75	-9.01	11.48	23.88	24.67	3
outono	11	5	10	49.98	-12.65	22.45	37.63	16.09	2
outono	13	1	1	48.96	-12.38	22.21	36.72	13.94	3
outono	13	1	2	37.18	-11.00	14.05	23.71	12.76	3
outono	13	1	3	38.04	-10.16	13.60	23.43	12.20	3
outono	13	1	4	42.10	-11.43	20.06	30.73	5.87	3
outono	13	1	5	41.76	-12.17	19.95	30.79	12.98	2
outono	13	1	6	35.69	-9.06	13.19	21.36	9.60	3
outono	13	1	7	41.57	-9.36	14.27	25.59	20.69	2
outono	13	1	8	48.65	-11.02	26.48	39.01	12.86	2
outono	13	1	9	42.99	-9.70	16.90	28.34	18.74	3
outono	13	1	10	38.29	-9.95	12.16	22.53	14.81	3
outono	13	2	1	41.76	-10.48	15.08	26.72	9.68	3
outono	13	2	2	40.08	-9.64	15.30	25.47	9.20	3
outono	13	2	3	37.25	-11.57	16.29	25.60	15.81	3
outono	13	2	4	40.15	-11.49	15.79	26.71	8.21	1
outono	13	2	5	39.56	-10.62	16.22	26.26	17.23	1
outono	13	2	6	39.47	-10.88	15.39	25.77	10.38	3
outono	13	2	7	39.74	-11.72	16.72	27.24	17.30	1
