## Dados de responsabilidade de Grasiela Bruzamarello Tognon
## (http://lattes.cnpq.br/2911532137112895), acadêmica de pós graduação
## em produção vegetal, UFPR.
##
## O experimento avaliou o efeito de soluções (trat) para ?conservação
## das estacas e foi repetido nas 4 estações do ano (est).
## 
## As respostas avaliadas foram medidas de características de coloração
## das estacas (L, a, b, E), o peso e a classificação quanto à
## viabilidade comercial (nota de 1 à 3). Foram consideradas 10 estacas
## (unidades experimentais, UE) para cada nível solução em cada
## estação. O registro das respostas foi feito ao longo do tempo (dias,
## medidas repetidas nas memas UE)
## 
## trat = {
##   1: Controle,
##   2: Ácido citrico (100 ml^{-1}),
##   3: Metabissulfito de sódio (10 mM),
##   4: Ácido cítrico + Sacarose (4%),
##   5: Metabissulfito de sódio + Sacarose (4%)
## }
## 
## L: define a luminosidade (L = 0: preto e L = 100: branco).
## 
## a e b: associam-se a cromaticidade, (“+a”, vermelho, “-a”, verde e
## “+b”, amarelo, “-b”, azul).
## 
## E: delta E, coloração como um todo.
## 
## peso: hastes pesadas em cada dia de avaliação por meio de balança
## analítica de precisão (gramas).
## 
## escala: escala de classificação de viabilidade:  
## 1) Cladódios verdes brilhantes sem manchas escuras (oxidação) ao
##    longo da haste. Hastes túrgidas. VIÁVEIS.
## 2) Cladódios verdes brilhantes com manchas escuras (oxidação) somente
##    na porção basal da haste. Hastes túrgidas e sem danos. VIÁVEIS.
## 3) Cladódios apresentando manchas escuras (oxidação) na porção
##    mediana e/ou apical da haste. Hastes secas (com aspecto
##    quebradiço). DESCARTE.
##
est	dias	trat	rept	L	a	b	AE	peso	escala
inverno	3	1	9	46.16	-7.73	13.27	27.58	9.27	1
inverno	3	1	10	34.77	-4.90	8.32	15.54	14.70	1
inverno	3	2	1	35.95	-7.60	11.48	19.56	17.62	1
inverno	3	2	2	41.25	-9.32	17.66	27.66	9.09	1
inverno	3	2	3	40.02	-9.15	13.74	24.18	17.98	1
inverno	3	2	4	40.41	-9.47	14.31	24.94	21.63	1
inverno	3	2	5	37.79	-6.53	13.25	21.41	18.94	2
inverno	3	2	6	42.04	-8.15	13.53	24.93	13.75	1
inverno	3	2	7	39.06	-8.56	14.05	23.55	16.26	1
inverno	3	2	8	45.74	-10.93	20.54	33.00	9.16	2
inverno	3	2	9	35.38	-8.13	13.22	20.77	19.32	1
inverno	3	2	10	36.97	-6.65	10.87	19.33	23.23	1
inverno	3	3	1	36.45	-6.55	8.66	17.55	21.81	1
inverno	3	3	2	37.71	-7.23	10.91	20.07	9.25	1
inverno	3	3	3	32.08	-5.42	8.32	14.30	27.76	2
inverno	3	3	4	30.71	-5.13	7.98	13.28	22.51	2
inverno	3	3	5	40.05	-8.18	16.37	25.60	17.67	2
inverno	3	3	6	39.70	-11.74	25.17	33.58	13.67	1
inverno	3	3	7	35.85	-8.11	14.64	22.05	16.30	2
inverno	3	3	8	38.49	-11.36	19.86	28.71	17.18	1
inverno	3	3	9	37.26	-7.69	11.80	20.58	15.24	1
inverno	3	3	10	42.36	-7.83	15.92	26.56	19.99	2
inverno	3	4	1	43.25	-11.35	21.87	32.64	16.04	2
inverno	3	4	2	38.29	-8.41	14.25	23.18	14.98	1
inverno	3	4	3	34.59	-10.67	17.61	25.00	19.20	1
inverno	3	4	4	38.02	-9.14	16.79	25.18	16.80	1
inverno	3	4	5	38.20	-7.99	12.37	21.72	14.79	1
inverno	3	4	6	38.32	-8.11	14.49	23.23	8.27	1
inverno	3	4	7	33.59	-10.86	17.67	24.79	12.60	1
inverno	3	4	8	36.49	-10.27	16.75	24.99	15.65	2
inverno	3	4	9	35.60	-10.80	18.38	26.10	20.96	2
inverno	3	4	10	39.30	-10.58	17.28	24.24	13.10	1
inverno	3	5	1	32.67	-10.38	16.50	23.32	16.13	1
inverno	3	5	2	44.48	-10.98	22.73	33.81	10.12	1
inverno	3	5	3	37.68	-7.45	11.24	20.36	22.34	1
inverno	3	5	4	43.74	-10.24	17.48	29.41	19.54	1
inverno	3	5	5	41.79	-7.42	12.93	24.10	28.69	1
inverno	3	5	6	39.83	-8.18	13.77	23.67	20.22	2
inverno	3	5	7	31.60	-9.71	16.23	22.43	16.65	1
inverno	3	5	8	44.12	-9.52	20.34	31.34	12.10	2
inverno	3	5	9	36.78	-5.23	8.60	17.16	21.29	2
inverno	3	5	10	38.72	-8.49	13.51	22.95	19.18	2
inverno	5	1	1	41.57	-9.96	15.72	26.78	15.01	2
inverno	5	1	2	41.60	-8.06	18.44	27.94	12.95	2
inverno	5	1	3	43.29	-10.01	19.99	30.74	10.85	2
inverno	5	1	4	37.83	-7.05	10.74	19.96	14.29	2
inverno	5	1	5	34.95	-6.79	9.98	17.60	17.45	3
inverno	5	1	6	36.81	-8.00	13.03	21.82	12.81	2
inverno	5	1	7	35.18	-6.24	9.96	17.48	19.32	3
inverno	5	1	8	39.73	-7.82	13.18	23.06	16.57	3
inverno	5	1	9	36.52	-6.59	11.24	19.26	9.34	2
inverno	5	1	10	35.92	-5.81	9.12	17.17	14.70	2
inverno	5	2	1	39.40	-8.78	13.75	23.65	17.77	2
inverno	5	2	2	37.77	-9.99	15.96	24.56	9.16	2
inverno	5	2	3	38.18	-8.00	12.71	21.88	18.05	1
inverno	5	2	4	42.50	-9.77	16.32	27.68	21.82	2
inverno	5	2	5	33.31	-7.75	12.72	19.27	19.07	2
inverno	5	2	6	41.82	-7.61	12.40	23.88	13.86	2
inverno	5	2	7	40.36	-8.18	14.27	24.32	16.38	1
inverno	5	2	8	35.12	-5.63	8.41	16.13	9.21	2
inverno	5	2	9	39.15	-8.63	14.16	23.71	19.46	2
inverno	5	2	10	38.65	-7.82	11.63	21.00	23.47	2
inverno	5	3	1	35.66	-6.32	9.88	17.74	21.98	2
inverno	5	3	2	34.05	-6.44	9.53	16.66	9.35	2
inverno	5	3	3	36.10	-6.41	9.81	17.99	27.88	2
inverno	5	3	4	31.42	-3.78	8.08	13.04	22.88	2
inverno	5	3	5	37.73	-5.90	14.67	22.18	17.73	2
inverno	5	3	6	43.12	-11.49	24.70	34.75	14.22	2
inverno	5	3	7	38.54	-9.35	16.71	25.49	16.39	2
inverno	5	3	8	38.67	-11.49	20.75	29.51	17.17	2
inverno	5	3	9	38.41	-7.42	11.69	21.09	15.42	2
inverno	5	3	10	41.36	-7.34	12.30	23.39	20.17	2
inverno	5	4	1	46.28	-12.47	28.80	39.91	16.17	2
inverno	5	4	2	44.16	-6.12	12.31	25.00	15.07	2
inverno	5	4	3	36.66	-11.51	18.47	26.92	19.38	2
inverno	5	4	4	39.48	-9.29	19.37	27.94	16.93	2
inverno	5	4	5	39.41	-8.33	13.00	22.96	14.80	1
inverno	5	4	6	41.69	-9.07	17.04	27.38	8.32	2
inverno	5	4	7	39.55	-9.95	18.15	27.33	12.69	2
inverno	5	4	8	44.70	-9.95	24.89	35.18	15.72	2
inverno	5	4	9	38.96	-9.72	18.88	27.48	21.02	2
inverno	5	4	10	36.09	-8.82	15.17	22.88	13.12	2
inverno	5	5	1	34.39	-10.59	16.49	24.02	16.22	2
inverno	5	5	2	48.19	-11.52	27.73	39.82	10.14	2
inverno	5	5	3	38.03	-7.73	12.41	21.46	22.69	1
inverno	5	5	4	35.47	-8.32	14.56	21.70	19.69	2
inverno	5	5	5	38.52	-6.08	11.41	20.43	28.82	1
inverno	5	5	6	36.44	-8.30	13.28	21.44	20.30	2
inverno	5	5	7	39.47	-9.90	20.41	29.01	16.75	2
inverno	5	5	8	41.47	-10.31	17.58	28.14	12.13	2
inverno	5	5	9	39.04	-6.23	9.72	19.79	21.74	2
inverno	5	5	10	37.35	-6.09	9.31	18.33	19.38	2
inverno	7	1	1	38.92	-7.48	11.18	21.12	14.58	2
inverno	7	1	2	42.31	-7.67	17.99	27.92	12.64	3
inverno	7	1	3	43.51	-9.79	19.62	30.56	10.46	2
inverno	7	1	4	36.80	-6.16	9.48	18.11	13.88	3
inverno	7	1	5	39.41	-7.92	12.28	22.32	16.83	3
inverno	7	1	6	37.06	-8.07	13.20	21.60	12.50	2
inverno	7	1	7	42.52	-7.53	13.76	25.16	18.66	3
inverno	7	1	8	36.23	-6.99	10.83	19.02	16.15	3
inverno	7	1	9	42.71	-8.43	15.20	26.54	9.11	2
inverno	7	1	10	32.25	-4.33	6.97	12.90	14.39	3
inverno	7	2	1	38.88	-7.67	12.33	21.91	17.16	3
inverno	7	2	2	40.26	-8.80	17.04	26.44	8.94	2
inverno	7	2	3	37.13	-8.98	13.72	22.98	17.55	2
inverno	7	2	4	35.82	-9.56	14.11	22.39	21.28	2
inverno	7	2	5	33.39	-7.84	13.09	19.63	18.62	2
inverno	7	2	6	37.67	-7.42	11.50	20.51	13.42	2
inverno	7	2	7	39.43	-8.17	14.05	23.60	16.08	1
inverno	7	2	8	41.25	-6.72	11.13	22.38	8.84	3
inverno	7	2	9	36.76	-8.06	12.97	21.28	19.05	3
inverno	7	2	10	39.63	-7.72	11.57	21.93	22.62	3
inverno	7	3	1	30.66	-4.99	8.44	13.51	21.75	3
inverno	7	3	2	32.26	-6.68	9.03	15.39	9.11	2
inverno	7	3	3	36.69	-5.71	8.56	17.28	27.21	3
inverno	7	3	4	34.32	-5.10	8.23	15.30	22.45	2
inverno	7	3	5	37.06	-8.09	14.11	22.24	17.20	3
inverno	7	3	6	39.75	-11.78	22.31	31.36	13.82	2
inverno	7	3	7	39.31	-8.81	16.19	25.29	16.02	2
inverno	7	3	8	39.44	-11.24	20.04	29.24	16.83	2
inverno	7	3	9	38.98	-7.86	11.62	21.60	15.10	2
inverno	7	3	10	42.82	-8.36	14.67	26.26	19.53	2
inverno	7	4	1	44.29	-14.01	29.47	41.01	15.50	3
inverno	7	4	2	33.93	-8.27	13.71	20.54	14.60	2
inverno	7	4	3	38.12	-9.90	15.98	24.98	18.63	2
inverno	7	4	4	42.98	-10.55	19.28	30.31	16.18	2
inverno	7	4	5	36.89	-9.59	14.95	23.48	14.33	1
inverno	7	4	6	40.04	-8.28	14.65	24.43	8.04	2
inverno	7	4	7	35.87	-12.30	20.73	28.74	12.24	2
inverno	7	4	8	345.43	-8.27	14.53	21.83	15.23	2
inverno	7	4	9	36.69	-8.70	16.09	23.81	20.43	2
inverno	7	4	10	35.61	-8.81	14.64	22.26	12.75	2
inverno	7	5	1	38.37	-10.39	17.21	26.23	15.66	2
inverno	7	5	2	49.40	-10.58	25.53	38.65	9.88	3
inverno	7	5	3	39.64	-6.73	11.88	21.72	22.15	1
inverno	7	5	4	33.79	-9.31	14.52	21.62	18.98	2
inverno	7	5	5	40.35	-7.40	13.18	23.29	28.13	2
inverno	7	5	6	40.55	-8.70	15.09	25.21	19.72	2
inverno	7	5	7	31.20	-8.70	14.24	20.18	16.15	2
inverno	7	5	8	41.54	-9.58	18.55	28.56	11.72	2
inverno	7	5	9	37.41	-5.90	9.54	18.43	21.22	2
inverno	7	5	10	37.94	-7.95	12.52	21.58	18.81	2
inverno	9	1	1	43.40	-9.99	15.72	27.95	14.23	2
inverno	9	1	2	37.46	-6.98	10.21	19.36	12.10	3
inverno	9	1	3	36.80	-6.04	10.53	18.74	10.28	2
inverno	9	1	4	43.72	-10.89	21.01	32.10	13.64	3
inverno	9	1	5	35.68	-6.21	10.02	17.80	16.40	3
inverno	9	1	6	37.33	-5.66	9.45	18.23	12.02	2
inverno	9	1	7	38.48	-7.87	12.61	21.94	17.72	3
inverno	9	1	8	42.05	-9.45	15.48	26.71	15.58	3
inverno	9	1	9	45.35	8.38	15.02	28.23	9.33	2
inverno	9	1	10	35.05	-5.22	9.17	16.41	14.40	3
inverno	9	2	1	40.03	-7.22	12.62	22.65	16.49	3
inverno	9	2	2	37.19	-7.84	14.00	22.15	8.78	2
inverno	9	2	3	38.23	-8.91	14.13	23.29	16.83	2
inverno	9	2	4	39.25	-8.53	13.80	23.50	20.41	2
inverno	9	2	5	35.70	-7.05	11.35	19.10	18.61	2
inverno	9	2	6	42.10	-8.20	13.70	25.09	13.31	3
inverno	9	2	7	41.73	-9.19	15.07	26.13	15.99	2
inverno	9	2	8	34.66	-6.65	11.31	18.33	8.39	3
inverno	9	2	9	36.26	-8.36	13.44	21.49	18.48	3
inverno	9	2	10	39.65	-7.51	12.05	22.15	21.82	3
inverno	9	3	1	40.38	-5.80	10.01	20.79	18.79	2
inverno	9	3	2	41.08	-5.85	9.56	21.04	8.77	3
inverno	9	3	3	35.46	-4.96	8.36	16.02	26.88	3
inverno	9	3	4	37.61	-4.92	8.45	17.52	23.52	2
inverno	9	3	5	38.95	-8.13	15.91	24.62	16.70	3
inverno	9	3	6	40.31	-11.57	22.53	31.71	13.14	2
inverno	9	3	7	40.40	-9.18	15.96	25.91	15.80	2
inverno	9	3	8	34.69	-10.64	18.13	25.43	16.65	2
inverno	9	3	9	39.70	-7.74	11.89	22.19	14.90	2
inverno	9	3	10	41.82	-7.75	13.76	24.77	19.68	2
inverno	9	4	1	39.64	-9.20	16.58	25.94	14.88	3
inverno	9	4	2	44.66	9.54	24.54	34.76	14.22	2
inverno	9	4	3	38.07	9.58	15.14	24.22	18.71	2
inverno	9	4	4	42.62	-11.84	20.32	31.38	16.26	3
inverno	9	4	5	39.26	-7.02	11.54	21.39	14.11	2
inverno	9	4	6	40.12	-9.12	15.68	25.53	8.32	2
inverno	9	4	7	37.56	-9.70	16.24	24.80	12.05	2
inverno	9	4	8	36.23	-8.68	16.59	23.96	14.88	3
inverno	9	4	9	38.67	-9.34	15.96	25.01	20.63	2
inverno	9	4	10	32.71	-10.18	16.77	23.44	12.95	2
inverno	9	5	1	33.69	-7.97	13.61	20.22	15.47	2
inverno	9	5	2	49.60	-10.09	24.71	38.04	9.90	3
inverno	9	5	3	37.69	-8.38	14.69	23.15	22.12	2
inverno	9	5	4	34.72	-8.43	12.32	19.95	18.45	2
inverno	9	5	5	41.77	-6.90	11.97	23.31	27.92	2
inverno	9	5	6	34.32	-5.49	8.33	15.54	19.37	2
inverno	9	5	7	36.90	-8.81	17.12	24.74	15.84	2
inverno	9	5	8	39.05	-9.09	15.05	24.46	11.79	2
inverno	9	5	9	38.10	-5.21	8.26	17.87	20.52	2
inverno	9	5	10	40.62	-9.25	15.29	25.61	18.67	2
inverno	11	1	1	37.99	-7.49	12.63	21.49	13.50	2
inverno	11	1	2	37.93	-7.12	11.51	20.55	11.25	3
inverno	11	1	3	44.11	-10.03	18.43	30.23	9.34	3
inverno	11	1	4	39.86	-7.06	11.97	22.05	12.93	3
inverno	11	1	5	36.44	-2.17	6.90	14.89	15.25	3
inverno	11	1	6	36.86	-8.10	13.60	21.79	10.70	3
inverno	11	1	7	34.83	-0.60	7.04	13.39	16.37	3
inverno	11	1	8	40.39	-5.55	17.67	25.86	14.62	3
inverno	11	1	9	47.31	-8.61	14.89	29.66	9.07	2
inverno	11	1	10	34.19	-4.42	7.72	14.58	14.13	3
inverno	11	2	1	37.11	-4.69	9.48	17.72	15.02	3
inverno	11	2	2	43.99	-9.26	17.95	29.51	8.10	1
inverno	11	2	3	38.45	-7.75	12.35	21.69	15.94	2
inverno	11	2	4	39.01	-8.17	11.63	21.77	19.15	2
inverno	11	2	5	39.51	-7.87	13.55	23.19	17.58	2
inverno	11	2	6	39.54	-6.95	11.60	21.57	12.40	3
inverno	11	2	7	41.35	-8.04	14.18	24.84	15.11	2
inverno	11	2	8	41.64	-5.73	10.33	21.87	7.85	3
inverno	11	2	9	40.15	-8.05	13.79	28.82	17.41	3
inverno	11	2	10	38.66	-7.90	11.58	21.38	20.35	3
inverno	11	3	1	41.79	-7.33	12.08	23.54	16.31	3
inverno	11	3	2	39.87	-6.04	9.18	20.00	8.20	3
inverno	11	3	3	36.35	-4.85	7.81	16.22	26.41	3
inverno	11	3	4	35.91	-6.60	10.37	18.34	20.50	3
inverno	11	3	5	36.76	-7.91	14.20	22.09	15.76	3
inverno	11	3	6	43.24	-10.46	22.38	32.66	12.19	3
inverno	11	3	7	38.67	-8.05	14.55	23.45	15.03	2
inverno	11	3	8	41.01	-10.02	18.71	28.58	15.65	2
inverno	11	3	9	39.17	-7.49	11.63	21.57	13.90	3
inverno	11	3	10	42.20	-7.44	14.33	25.27	18.66	3
inverno	11	4	1	42.87	-8.25	16.04	27.13	14.52	3
inverno	11	4	2	46.95	-11.98	27.28	38.95	13.32	3
inverno	11	4	3	34.59	-8.83	14.25	21.51	18.01	2
inverno	11	4	4	41.68	-7.48	19.90	28.89	15.93	3
inverno	11	4	5	40.09	-9.06	14.36	24.59	13.62	1
inverno	11	4	6	39.94	-8.06	15.20	24.66	7.29	2
inverno	11	4	7	37.12	-9.75	15.78	24.26	11.81	2
inverno	11	4	8	36.98	-9.47	16.37	24.50	14.01	3
inverno	11	4	9	38.84	-8.91	14.85	24.13	19.16	3
inverno	11	4	10	31.70	-9.59	15.20	21.57	12.32	3
inverno	11	5	1	34.45	-10.87	17.30	24.81	15.06	2
inverno	11	5	2	47.34	-10.48	23.77	36.08	9.15	3
inverno	11	5	3	39.47	-7.28	11.15	21.36	19.63	2
inverno	11	5	4	36.28	-9.68	14.74	23.08	17.14	2
inverno	11	5	5	36.84	-6.71	10.88	19.29	26.98	3
inverno	11	5	6	40.24	-8.02	13.97	23.98	18.01	3
inverno	11	5	7	34.24	-10.55	17.21	24.55	15.05	2
inverno	11	5	8	39.02	-9.40	15.09	24.62	10.92	2
inverno	11	5	9	36.49	-6.33	9.57	18.05	18.89	3
inverno	11	5	10	41.13	-9.33	15.16	25.88	17.09	3
primavera	1	1	1	41.69	-9.32	16.31	26.98	21.42	1
primavera	1	1	2	36.80	-9.15	17.20	24.90	26.65	1
primavera	1	1	3	38.13	-8.82	14.71	23.59	23.61	1
primavera	1	1	4	36.41	-7.79	11.98	20.27	13.72	1
primavera	1	1	5	38.08	-10.10	16.77	25.63	34.24	1
primavera	1	1	6	36.17	-9.71	15.69	23.73	24.56	1
primavera	1	1	7	40.29	-10.31	16.54	26.75	11.92	1
primavera	1	1	8	42.31	-8.36	14.91	25.88	23.32	1
primavera	1	1	9	41.94	-8.95	17.98	28.15	23.73	1
primavera	1	1	10	39.78	-9.92	18.25	27.85	22.18	1
primavera	1	2	1	43.22	-7.77	17.53	28.20	13.75	1
primavera	1	2	2	38.13	-9.83	16.47	25.32	16.25	1
primavera	1	2	3	38.22	-9.80	17.52	26.12	17.49	1
primavera	1	2	4	36.78	-9.77	17.29	25.24	16.96	1
primavera	1	2	5	40.13	-9.18	16.25	25.96	23.86	1
primavera	1	2	6	37.89	-8.53	15.47	23.88	10.41	1
primavera	1	2	7	40.53	-7.53	14.24	24.15	18.07	1
primavera	1	2	8	39.35	-5.86	9.28	19.60	17.55	1
primavera	1	2	9	37.35	-7.37	11.08	20.02	19.21	1
primavera	1	2	10	33.71	-8.87	11.88	19.41	44.22	1
primavera	1	3	1	39.39	-11.07	18.18	27.77	19.78	1
primavera	1	3	2	42.23	-9.13	17.74	28.22	13.61	1
primavera	1	3	3	36.73	-5.66	10.59	18.58	29.53	1
primavera	1	3	4	37.39	-9.57	15.21	23.90	16.28	1
primavera	1	3	5	37.28	-9.83	16.11	24.63	28.84	1
primavera	1	3	6	40.95	-11.08	19.44	29.50	27.79	1
primavera	1	3	7	37.43	-8.92	16.44	24.53	13.52	1
primavera	1	3	8	33.76	-7.23	12.37	18.95	23.18	1
primavera	1	3	9	34.37	-4.61	8.00	14.96	22.41	1
primavera	1	3	10	42.67	-10.86	22.79	32.81	11.43	1
primavera	1	4	1	40.41	-8.15	16.61	25.96	19.27	1
primavera	1	4	2	35.00	-6.79	9.79	17.52	25.66	1
primavera	1	4	3	34.81	-6.86	10.71	18.09	25.98	1
primavera	1	4	4	36.79	-6.89	10.89	19.34	22.43	1
primavera	1	4	5	35.43	-8.20	13.16	20.79	20.06	1
primavera	1	4	6	44.00	-9.46	16.51	28.64	20.04	1
primavera	1	4	7	40.16	-7.83	16.41	25.55	8.08	1
primavera	1	4	8	41.61	-11.75	20.39	30.94	11.27	1
primavera	1	4	9	38.41	-9.58	18.77	27.06	26.32	1
primavera	1	4	10	37.96	-10.29	18.30	26.79	16.00	1
primavera	1	5	1	37.33	-9.71	15.16	23.91	16.16	1
primavera	1	5	2	39.18	-7.62	11.99	21.86	21.18	1
primavera	1	5	3	30.63	-5.73	8.78	14.17	26.19	1
primavera	1	5	4	40.92	-9.70	17.35	27.40	12.89	1
primavera	1	5	5	31.94	-5.69	11.84	17.06	18.28	1
primavera	1	5	6	30.67	-4.68	7.04	12.34	14.06	1
primavera	1	5	7	41.13	-9.54	20.46	29.73	15.12	1
primavera	1	5	8	38.69	-9.55	17.91	26.54	20.57	1
primavera	1	5	9	35.14	-7.76	11.82	19.48	25.54	1
primavera	1	5	10	38.93	-5.19	9.08	18.94	21.14	1
primavera	3	1	1	39.24	-9.88	17.21	26.45	21.83	1
primavera	3	1	2	38.42	-10.01	18.76	27.74	26.87	1
primavera	3	1	3	41.15	-9.34	18.72	28.97	24.52	1
primavera	3	1	4	49.29	-9.92	18.26	29.54	14.16	1
primavera	3	1	5	39.19	-10.14	17.75	26.94	35.03	1
primavera	3	1	6	46.04	-7.24	13.73	27.59	25.19	1
primavera	3	1	7	41.01	-11.25	17.86	28.49	11.76	1
primavera	3	1	8	42.48	-8.38	14.79	26.11	25.16	1
primavera	3	1	9	42.33	-8.75	16.09	27.01	24.70	1
primavera	3	1	10	45.18	-10.30	22.57	33.85	18.10	1
primavera	3	2	1	43.10	-7.26	15.75	26.80	14.11	1
primavera	3	2	2	39.87	-10.32	18.35	27.80	16.93	1
primavera	3	2	3	38.98	-9.52	17.29	26.22	17.80	1
primavera	3	2	4	39.71	-8.97	15.09	24.82	18.23	1
primavera	3	2	5	34.40	-7.97	13.65	20.56	24.38	1
primavera	3	2	6	39.55	-9.57	16.91	26.27	10.60	1
primavera	3	2	7	44.22	-9.17	16.37	28.56	18.51	1
primavera	3	2	8	36.93	-8.09	13.47	21.73	18.01	1
primavera	3	2	9	41.24	-9.02	15.62	26.12	19.49	1
primavera	3	2	10	32.94	-7.54	10.82	17.59	45.08	1
primavera	3	3	1	38.79	-9.54	15.78	25.03	20.44	1
primavera	3	3	2	42.71	-9.09	18.42	28.95	13.80	1
primavera	3	3	3	33.77	-3.74	5.76	12.77	29.67	1
primavera	3	3	4	39.21	-10.99	19.20	28.39	16.73	1
primavera	3	3	5	41.91	-10.39	18.17	28.84	29.87	1
primavera	3	3	6	35.65	-8.72	13.56	21.44	28.63	1
primavera	3	3	7	38.83	-11.10	18.89	28.03	14.93	1
primavera	3	3	8	35.32	-9.02	14.06	21.79	23.97	1
primavera	3	3	9	33.59	-4.09	6.24	13.10	23.73	1
primavera	3	3	10	44.24	-10.36	22.07	33.06	11.58	1
primavera	3	4	1	38.83	-10.07	17.11	26.24	19.79	1
primavera	3	4	2	35.23	-6.35	10.17	17.70	27.74	1
primavera	3	4	3	35.30	-7.53	12.01	19.58	20.77	1
primavera	3	4	4	40.56	-7.15	11.28	22.14	20.78	1
primavera	3	4	5	35.69	-8.21	13.17	20.93	16.47	1
primavera	3	4	6	31.17	-6.96	11.24	17.12	23.60	1
primavera	3	4	7	39.75	-8.66	16.96	26.04	8.43	1
primavera	3	4	8	42.98	-11.51	21.80	32.50	12.36	1
primavera	3	4	9	40.01	-7.93	15.92	25.15	27.56	1
primavera	3	4	10	40.19	-9.70	17.49	27.09	15.76	1
primavera	3	5	1	40.53	-10.82	18.83	28.72	16.40	1
primavera	3	5	2	39.97	-7.35	11.79	22.13	21.53	1
primavera	3	5	3	36.73	-6.32	8.60	14.40	27.00	2
primavera	3	5	4	41.97	-8.30	14.71	25.69	13.31	1
primavera	3	5	5	37.98	-9.07	15.88	24.47	18.77	1
primavera	3	5	6	26.78	-5.48	8.01	12.41	14.83	1
primavera	3	5	7	43.70	-9.28	15.76	27.89	15.91	1
primavera	3	5	8	36.89	-9.52	15.67	23.97	22.09	1
primavera	3	5	9	40.72	-8.97	18.41	27.76	23.02	1
primavera	3	5	10	40.68	-5.63	9.61	20.68	21.85	1
primavera	5	1	1	39.43	-9.55	17.18	26.38	21.23	1
primavera	5	1	2	35.46	-8.80	14.91	22.38	27.05	1
primavera	5	1	3	39.65	-9.02	14.68	24.53	24.99	1
primavera	5	1	4	37.36	-6.92	10.16	19.23	14.23	2
primavera	5	1	5	43.60	-9.79	20.18	31.01	35.46	2
primavera	5	1	6	36.94	-8.06	13.80	21.96	25.30	2
primavera	5	1	7	46.96	-12.00	25.02	36.93	10.69	2
primavera	5	1	8	42.10	-11.36	20.45	30.98	25.41	1
primavera	5	1	9	46.18	-7.93	16.37	29.49	24.88	2
primavera	5	1	10	45.53	-7.26	20.05	31.28	17.01	3
primavera	5	2	1	40.23	-8.37	15.22	24.96	13.84	2
primavera	5	2	2	42.32	-9.24	16.62	27.55	16.94	2
primavera	5	2	3	36.32	-8.38	13.41	21.50	17.83	2
primavera	5	2	4	45.19	-10.61	19.89	32.08	18.35	2
primavera	5	2	5	40.23	-7.88	14.41	24.22	24.15	1
primavera	5	2	6	39.57	-8.39	14.84	24.32	10.61	2
primavera	5	2	7	38.72	-7.37	11.83	21.36	18.69	2
primavera	5	2	8	41.60	-7.29	11.97	22.98	18.10	1
primavera	5	2	9	35.82	-6.57	12.45	19.74	19.59	2
primavera	5	2	10	31.40	-5.10	7.35	13.12	45.04	2
primavera	5	3	1	40.35	-10.29	18.17	27.92	20.56	1
primavera	5	3	2	43.57	-8.72	19.50	30.12	13.84	1
primavera	5	3	3	35.03	-5.28	8.45	15.95	29.53	2
primavera	5	3	4	36.48	-11.64	19.80	27.93	16.52	2
primavera	5	3	5	39.06	-7.83	12.48	19.02	30.12	2
primavera	5	3	6	40.84	-9.83	16.41	26.76	28.90	2
primavera	5	3	7	40.26	-9.67	16.40	26.34	15.19	1
primavera	5	3	8	35.30	-7.98	11.48	19.42	24.46	2
primavera	5	3	9	29.90	-4.91	7.29	12.33	24.20	1
primavera	5	3	10	40.60	-10.21	20.77	29.84	11.64	2
primavera	5	4	1	38.15	-8.83	13.70	22.91	19.88	1
primavera	5	4	2	33.42	-7.35	11.05	17.88	27.25	1
primavera	5	4	3	35.02	-6.95	11.77	18.99	21.02	1
primavera	5	4	4	37.44	-7.16	11.60	20.32	21.03	2
primavera	5	4	5	38.81	-8.49	14.17	23.45	16.59	2
primavera	5	4	6	40.77	-8.88	15.94	25.99	23.86	2
primavera	5	4	7	39.32	-8.99	16.18	25.37	8.60	1
primavera	5	4	8	41.83	-11.09	20.52	30.77	12.43	1
primavera	5	4	9	39.73	-8.93	16.36	25.70	27.89	1
primavera	5	4	10	39.04	-10.26	17.49	26.72	15.78	2
primavera	5	5	1	39.50	-10.47	18.17	27.55	16.50	2
primavera	5	5	2	41.23	-7.59	13.07	23.88	21.46	2
primavera	5	5	3	37.93	-6.12	9.07	18.59	27.29	2
primavera	5	5	4	43.71	-9.29	18.57	26.76	13.33	3
primavera	5	5	5	36.18	-8.47	14.76	22.46	18.74	2
primavera	5	5	6	33.36	-4.82	7.39	14.04	15.22	1
primavera	5	5	7	42.39	-9.31	15.98	27.16	15.96	2
primavera	5	5	8	39.36	-8.94	16.68	25.73	22.38	1
primavera	5	5	9	46.11	-10.49	23.91	35.44	19.82	3
primavera	5	5	10	39.78	-5.98	9.96	20.35	21.99	2
primavera	7	1	1	45.77	-10.07	21.96	33.69	18.11	3
primavera	7	1	2	36.78	-10.07	17.12	25.26	26.11	7
primavera	7	1	3	41.81	-8.69	17.84	27.87	24.76	1
primavera	7	1	4	40.00	-7.73	15.27	24.61	13.91	2
primavera	7	1	5	37.57	-9.45	15.15	23.90	35.10	3
primavera	7	1	6	43.83	-6.44	11.92	24.63	24.80	3
primavera	7	1	7	47.03	-11.58	24.76	36.98	10.74	3
